"claim","verdict","summary","source","link"
"World Economic Forum “document confirms 6 billion humans will die in 2025.”","pants-fire","We found no reputable news organizations or credible information showing that a World Economic Forum document ""confirm(ed) 6 billion humans"" — or over 70% of the world’s population — will die in 2025. However, the article does not identify or link to any World Economic Forum document that meets that description. A supposed document from the World Economic Forum.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/29/instagram-posts/no-evidence-of-a-world-economic-forum-document-tha/"
"Video shows Jordan Peterson making disparaging remarks about Chinese food","pants-fire","We rate the claim that this video shows Peterson making disparaging remarks about Chinese food  Pants on Fire! A video of Canadian celebrity psychologist Jordan Peterson appears to show him making disparaging remarks about Chinese cuisine. The Facebook video directed viewers to purchase a book promoting herbal tablets.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/29/facebook-posts/viral-video-that-appears-to-show-jordan-peterson-d/"
"Ruben Gallego wants to “cut your Social Security.”","false","Johnson said the Social Security 2100 Act would significantly expand Social Security across the board. He is also backed by groups, such as the Arizona Alliance for Retired Americans and the National Committee To Preserve Social Security and Medicare, that advocate for expanding Social Security. ""Kamala & Walz and Ruben Gallego want to cut your Social Security.","Kari Lake","https://www.politifact.com/factchecks/2024/aug/29/kari-lake/arizona-senate-candidate-ruben-gallego-has-not-adv/"
"Charlie Kirk X post about iPhone storage reveals his top app is Grindr.","pants-fire","A Threads post that claims to show Kirk accidentally revealed in an X post that he uses the gay dating app Grindr used an altered image. An Aug. 27 Threads post shared a screenshot of an X post that showed what it claimed was a social media post from Kirk. The X post claimed Kirk wrote, ""Went to check my phone storage and saw the woke gay agenda is alive and well.","Threads posts","https://www.politifact.com/factchecks/2024/aug/29/threads-posts/fake-x-post-shared-to-falsely-claim-charlie-kirk-r/"
"Kamala Harris “wants to forcibly compel doctors and nurses against their will to give chemical castration drugs to young children.”","false","During Harris’ vice presidency, the Department of Health and Human Services passed a rule that included LGBTQ+ people in the Affordable Care Act’s prohibition on sex discrimination. The change meant that LGBTQ+ people are again included in the Affordable Care Act’s prohibition on sex discrimination. An RNC spokesperson provided information about the Biden-Harris administration’s general support for access to gender affirming care for youth, but did not specify what Trump was referring to or a policy that would ""force"" doctors to provide care.","Donald Trump","https://www.politifact.com/factchecks/2024/aug/29/donald-trump/trumps-false-claim-harris-wants-to-forcibly-compel/"
"“Anything that you lose on the tariff from the perspective of the consumer, you gain in higher wages, so you're ultimately much better off.”","false","He said some economists say tariffs raise costs for consumers. And higher input costs are also likely to be passed on to consumers, economists said. Our previous review of academic studies of real-world tariffs concluded that consumers ultimately shoulder most of the burden in higher prices for goods, and the burden outweighs tariffs’ economic benefits.","JD Vance","https://www.politifact.com/factchecks/2024/aug/29/jd-vance/most-economists-and-analyses-say-jd-vance-is-wrong/"
"Sen. Bob Casey “voted to sell American oil to China.”","false","Casey voted against a procedural measure that would have allowed consideration of an amendment to ban exports of oil from the Strategic Petroleum Reserve to China. Casey voted no on a procedural vote about whether to consider an amendment that would have limited foreign exports of oil from the reserve. Casey never participated in a Senate vote that led to the sale of American oil to China.","Dave McCormick","https://www.politifact.com/factchecks/2024/aug/28/dave-mccormick/did-pa-sen-bob-casey-vote-to-sell-american-oil-to/"
"Rep. Elissa Slotkin’s vote for the 2022 Inflation Reduction Act was a vote to “cut Medicare benefits for seniors.”","false","Mutual of Omaha said in March that it will exit the Medicare Prescription Drug Plan market at year’s end because of the ""pending impact of the Inflation Reduction Act"" on Medicare drug plans. Medicare Part D, which offers insurance coverage for prescriptions, is a voluntary program, and about 50 million of the 65 million people Medicare covers are enrolled — either through a standalone Prescription Drug Plan or through Medicare Advantage. The column argued that funding changes under the 2022 Inflation Reduction Act to Medicare Part D — which helps cover prescription drug costs — could lead to higher premiums and fewer benefits for older Americans.","Mike Rogers","https://www.politifact.com/factchecks/2024/aug/28/mike-rogers/elissa-slotkins-vote-for-inflation-reduction-act-w/"
"Videos muestran a Kamala Harris ebria.","false","El video completo, que incluye declaraciones de Harris a los trabajadores de la campaña de Biden-Harris en Madison, se encuentra abajo. En el video en Facebook del 21 de agosto, Harris habla sobre la democracia mientras suena una música de noticiero de fondo. El video completo de la primera noche de la Convención Nacional Demócrata, como se ve en las imágenes a continuación, muestra a Harris de pie aplaudiendo varias veces.","Social Media","https://www.politifact.com/factchecks/2024/aug/28/social-media/no-estos-videos-en-redes-sociales-no-muestran-a-ka/"
"The order of candidate names on North Carolina’s ballot shows a “clear attempt at voter manipulation.”","false","There’s no evidence North Carolina’s election ballot has been manipulated. The post said the order of names listed on North Carolina’s ballot shows a ""clear attempt at voter manipulation."" Pundits and political strategists pay attention to the order of names on a ballot because candidates whose names are listed first tend to perform better than candidates whose names are listed further down the ballot, researchers have found.","X posts","https://www.politifact.com/factchecks/2024/aug/28/tweets/no-north-carolinas-ballot-order-doesnt-show-attemp/"
"“Colin Kaepernick 'screams' as Coach Kyle Shanahan denies his return request: 'The kneeling symbol has no chance of coming back.’”","false","""Colin Kaepernick 'SCREAMS' as Coach Kyle Shanahan denies his return request: 'The kneeling symbol has no chance of coming back,’"" an Aug. 23 Facebook post said. It’s been seven years since quarterback Colin Kaepernick played for the former San Francisco 49ers — or any NFL team. The post shared an image of Shanahan at a July 29 press conference after a 49ers training camp practice in Santa Clara, California.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/28/facebook-posts/footballs-coming-back-for-the-2024-regular-season/"
"Beyoncé and Taylor Swift announced a “big endorsement concert” and said, “No more silence, before it’s too late, our voice must be heard now!”","false","But neither Swift nor Beyoncé had formally endorsed any candidate of Aug. 27. Swift and Beyoncé endorsed Joe Biden and Harris in 2020. ""Beyoncé and Taylor Swift are about to have a BIG Endorsement Concert,"" an Aug. 21 Facebook post said.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/28/facebook-posts/this-isnt-a-real-endorsement-quote-attributed-to-b/"
"“Breaking: WNBA referees disqualify players under league’s new ‘no anthem kneeling’ rule.”","false","""BREAKING: WNBA referees disqualify two players under league’s new ‘no anthem kneeling’ rule,"" an Aug. 22 Facebook post said. The disqualification of two WNBA players for kneeling during the anthem would draw news coverage but we found none. We rate claims that WNBA referees recently disqualified two players over a new anthem rule False.","Viral image","https://www.politifact.com/factchecks/2024/aug/28/viral-image/air-ball-wnba-players-werent-disqualified-under-a/"
"“Prices are up because these corporations are scheming to drive them up.”","barely-true","Barrett, of Cornell University, said evidence that corporate price markups are causing rising prices has ""grown over time."" There is evidence that corporate profits are rising faster than inflation. However, it also noted that food and beverage retailers’ annual profits — or the amount they make above total costs — remain high, which the report said ""casts doubt on assertions that rising prices at the grocery store"" are because of retailers’ rising costs.","Bob Casey","https://www.politifact.com/factchecks/2024/aug/28/bob-casey/sen-bob-casey-said-prices-are-up-because-of-schemi/"
"Gov. Tim Walz insulted Ann Coulter’s romantic history after she called his son “weird.”","false","Walz did not respond to her X post. A Walz spokesperson did not immediately respond when asked whether the post was authentic. Walz has not deleted any posts since Aug. 22, according to Social Blade, a social media analytics website.","Threads posts","https://www.politifact.com/factchecks/2024/aug/28/threads-posts/no-tim-walz-did-not-insult-ann-coulter-after-she-c/"
"Video shows helicopter “dropping millions” of mosquitoes in Massachusetts towns hit by eastern equine encephalitis virus.","false","An Aug. 25 Instagram post tied the virus’s outbreak to a video it claimed showed a helicopter dropping mosquitoes from the sky. An Instagram post claimed millions of mosquitoes released from a helicopter could be tied to an outbreak of eastern equine encephalitis, a deadly mosquito-borne virus. A TikTok video from 2023 shows the same helicopter video seen in the Instagram post.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/28/instagram-posts/video-doesnt-show-mosquitoes-released-from-helicop/"
"“Kamala cast the tiebreaking vote to hire 87,000 new IRS agents to go after your tip income.”","false","The claim that the IRS would hire 87,000 IRS agents came from a 2021 Department of Treasury report that said the IRS would use the $80 billion from the Inflation Reduction Act to hire 86,852 full-time employees by 2031. Trump said Harris ""cast the tiebreaking vote to hire 87,000 new IRS agents to go after your tip income."" In February 2023, the IRS proposed a new tip reporting program that would let service industry employers report tips voluntarily to help with tax compliance.","Donald Trump","https://www.politifact.com/factchecks/2024/aug/28/donald-trump/fact-check-trump-falsely-said-harris-voted-to-hire/"
"Minnesota Gov. Tim Walz signed a law that would “take children away from their parents if the parents don’t want to consent to sex changes.”","false","The law enables Minnesota courts to hear custody cases and issue temporary custody orders in cases in which a parent brings a child to Minnesota to seek gender-affirming care. It amended parts of the Uniform Child Custody Jurisdiction and Enforcement Act to enable Minnesota courts to hear custody cases and issue temporary custody orders in cases in which a parent brings a child to Minnesota to seek gender-affirming care. The law would neither ""take away"" a parent’s custody rights, nor would it authorize the government to take custody of a child just because a parent objects to gender-affirming care.","JD Vance","https://www.politifact.com/factchecks/2024/aug/27/jd-vance/jd-vance-misrepresents-minnesota-law-on-kids-seeki/"
"Donald Trump posted on Truth Social that Kamala Harris used to be a man named Kamal Aroush.","false","A screenshot purporting to be from Trump’s Truth Social account and shared on Threads contains a photo of Harris and another digitally altered image of her supposedly as a man. We rate the claim Trump posted on Truth Social that Harris used to be a man named Kamal Aroush False. The post also includes a screenshot of an X post that says, ""Do you know this man…?","Threads posts","https://www.politifact.com/factchecks/2024/aug/27/threads-posts/no-donald-trump-didnt-post-that-kamala-harris-used/"
"Food and Drug Administration approval for updated COVID-19 vaccines requires a public health emergency declaration.","false","That’s because the COVID-19 public health emergency and the COVID-19 emergency use authorization were declared by Health and Human Services under two distinct laws. An emergency use declaration doesn’t hinge on a public health emergency declaration and it can stay in effect after a public health emergency ends, the FDA said. The claim that the FDA shouldn’t be able to approve the new COVID-19 vaccines because there is no public health emergency and that other treatments are available is False.","Jeffrey Barke","https://www.politifact.com/factchecks/2024/aug/27/dr-jeffrey-barke/fda-can-still-approve-covid-19-vaccines-on-emergen/"
"In Wisconsin, “a legislative committee cannot release funding.”","barely-true","James claimed that a legislative committee cannot release funding, but his staff later said he misspoke, and meant that the Joint Finance Committee of the Legislature cannot release the PFAS trust fund because Evers has already vetoed it. Democrats say that the Joint Finance Committee could release the funding and allow the Department of Natural Resources to spend it. Evers has already vetoed the legislation meant to guide how the PFAS money is spent, meaning that if the committee were to release the funding anyway, it could cause problems.","Jesse James","https://www.politifact.com/factchecks/2024/aug/27/jesse-james/yes-wisconsin-committee-can-release-pfas-funding-b/"
"“Nike announces termination of contract with Brittney Griner after ‘strong backlash’ from online community.”","false","Phoenix Mercury center Brittney Griner signed a deal with Nike in 2013 after she was selected as the No. As of Aug. 26, Nike was selling Griner jerseys on its website. We rate claims Nike announced it’s ending its contract with Griner False.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/27/facebook-posts/no-nike-didnt-announce-its-ending-its-partnership/"
"Lowe’s CEO Marvin Ellison said on CNBC, “If conservatives do not like our values, they should take their money to Home Depot.”","pants-fire","An Aug. 23 Threads post showed an image of a CNBC logo with this purported quote from Lowe’s CEO Marvin Ellison: ""If conservatives do not like our values, they should take their money to Home Depot."" (Screenshot from Threads) Ellison didn’t tell CNBC that conservatives should take their money to Home Depot. Social media users shared an image that implied the CEO of Lowe’s urged certain customers to take their business to rival Home Depot.","Threads posts","https://www.politifact.com/factchecks/2024/aug/26/threads-posts/no-lowes-ceo-did-not-tell-conservatives-to-take-th/"
"“All students who knelt during the national anthem were rounded up and removed from scholarships” at the University of Texas.","false","We rate claims that the University of Texas rounded up student athletes and revoked their scholarships for kneeling during the national anthem False. Rather, an undated blog post with a single paragraph claimed the University of Texas had ""recently come under intense scrutiny for reportedly revoking scholarships from five athletes who knelt during the National Anthem to protest racial injustice."" ""KNEELING: After the University of Texas, all students who knelt during the national anthem were rounded up and REMOVED FROM SCHOLARSHIPS,"" an Aug. 20 Facebook post said.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/26/facebook-posts/no-university-of-texas-didnt-pull-scholarships-fro/"
"Kamala Harris has adopted the Nazi-rooted phrase “Strength Through Joy” as her campaign slogan.","false","But there’s no evidence that Harris has made ""strength through joy"" her campaign slogan. Harris has not adopted the phrase ""strength through joy"" as her campaign slogan. PolitiFact searched campaign speech transcripts and news articles and found no instances of Harris using that exact phrase.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/26/instagram-posts/no-kamala-harris-isnt-using-a-nazi-rooted-phrase-a/"
"Jason Aldean rejected a $500 million music collaboration with Taylor Swift.","false","Multiple Facebook users shared an image with text that read, ""Jason Aldean Refuses To Let Taylor Swift on Stage, ‘Her Music Is Bubblegum, Not Real Country Artist."" We rate the claim that Aldean rejected a $500 million music collaboration with Swift False. The Facebook posts included a caption that said, ""Jason Aldean Rejects $500 Million Music Collaboration With Taylor Swift, ‘Her Music Is Woke, No Thanks.’""   These posts were flagged as part of Meta’s efforts to combat false news and misinformation on its News Feed.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/26/facebook-posts/jason-aldean-didnt-refuse-500-million-collaboratio/"
"“Elon Musk pide la prohibición de ‘The View’, ‘prefiero caminar descalzo sobre asfalto caliente que ver The View’”.","false","No encontramos pruebas, como noticias verídicas o declaraciones públicas de Musk o de ""The View"", de que Musk esté intentando prohibir el programa de televisión. ¿Qué tiene más audiencia, el programa de debate ""The View"" de la cadena ABC o la información falsa de que el empresario Elon Musk quiere terminar el programa? ""Elon Musk pide la prohibición de ‘The View’, ‘prefiero caminar descalzo sobre el asfalto caliente que ver ‘The View’"", dice una publicación en Facebook del 21 de agosto.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/26/facebook-posts/elon-musk-no-pidio-prohibir-el-programa-the-view-e/"
"“Mark Wahlberg y Mel Gibson invierten 500 millones de dólares para el primer estudio de producción de la industria centrado en los valores tradicionales”.","false","Una publicación en Facebook dice que los actores Mark Wahlberg y Mel Gibson invirtieron millones de dólares en un estudio de producción con valores tradicionales. ""Mark Wahlberg y Mel Gibson invierten 500 millones de dólares para el primer estudio de producción de la industria centrado en los valores tradicionales"", dice la publicación del 21 de agosto. La imagen en la publicación en Facebook tiene como titular en inglés la supuesta noticia de que Wahlberg y Gibson invirtieron en un estudio.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/26/facebook-posts/mark-wahlberg-y-mel-gibson-no-invierten-en-estudio/"
"Says U.S. Sen. Tammy Baldwin ""believes taxpayer dollars should be used for abortion.""","half-true","You have someone like Tammy Baldwin that believes taxpayer dollars should be used for abortion. Steil claimed Baldwin ""believes taxpayer dollars should be used for abortion."" When we asked Steil’s office for evidence, his staff noted that Baldwin voted against the No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act in January 2019.","Bryan Steil","https://www.politifact.com/factchecks/2024/aug/26/bryan-steil/us-rep-steils-spin-on-us-sen-baldwin-on-abortion-a/"
"Maxine Waters told her followers on X not to follow Omar Navarro because he is a “Hispanic Republican.”","pants-fire","We rate the claim that Maxine Waters told her followers on X not to follow Omar Navarro because he is a Hispanic Republican Pants on Fire! He’s a young Hispanic Republican spreading lies on Instagram,"" a screenshot on Instagram purporting to be from Waters’ official social media account says. But Waters did not make an online post to discourage people from following Navarro, as social media users claimed.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/23/instagram-posts/maxine-waters-didnt-call-her-congressional-opponen/"
"Jacky Rosen “said ending taxes on tips would ‘hurt working Nevada families.’”","false","Millionaire Jacky Rosen also said ending taxes on tips would ""hurt working Nevada families."" Brown said Rosen said a proposal to end federal taxes on tips would ""hurt working Nevada families."" A Rosen campaign statement included in a June 12 NBC News report described Trump’s promise as ""empty talking points,"" but Rosen also said she supports cutting taxes on tipped workers.","Sam Brown","https://www.politifact.com/factchecks/2024/aug/23/sam-brown/no-jacky-rosen-didnt-say-ending-taxes-on-tips-woul/"
"Mike Rogers “left Michigan to trade on his D.C. connections, helping Chinese tech companies get access to the U.S.”","false","In an ad, Slotkin’s campaign said Rogers was ""helping Chinese companies get access to the U.S.""  Rogers worked for AT&T while it was pursuing deals with Chinese phone companies to sell their devices in the U.S. Rogers worked for American tech companies that had connections to Huawei — including AT&T and Nokia. In the letter, which the Rogers campaign provided to PolitiFact, Rogers’ lawyers wrote that Rogers ""has never worked for any Chinese tech companies, including ZTE and Huawei.""","Elissa Slotkin","https://www.politifact.com/factchecks/2024/aug/23/elissa-slotkin/claim-that-senate-candidate-mike-rogers-worked-to/"
"“The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics.”","pants-fire","New Data from the Bureau of Labor Statistics shows that the Administration PADDED THE NUMBERS with an extra 818,000 Jobs that DO NOT EXIST, AND NEVER DID."" But the RNC provided no evidence to support Trump’s allegation that the administration had been ""caught fraudulently manipulating job statistics."" Trump said, ""The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics.""","Donald Trump","https://www.politifact.com/factchecks/2024/aug/23/donald-trump/donald-trumps-pants-on-fire-claim-that-biden-harri/"
"Pallets of bricks were left all over the streets of Chicago before the Democratic National Convention.","false","PolitiFact rated a similar claim False about pallets of bricks being found near locations of DNC-related protests. PolitiFact fact-checked those claims in 2020, finding that officials in cities across the U.S. said there was no connection between pallets of bricks and Black Lives Matter protests. The posts also say that bricks were found near Black Lives Matter protests in 2020 to incite violence.","X posts","https://www.politifact.com/factchecks/2024/aug/23/tweets/bricks-did-not-mysteriously-appear-in-chicago-befo/"
"Says U.S. Sen. Tammy Baldwin “has done absolutely nothing” about the fentanyl crisis.","false","Hovde went on to say that Baldwin was merely one in a long list of co-sponsors on a recent fentanyl bill that was introduced by a Republican lawmaker. Hovde claimed Baldwin ""has done absolutely nothing"" to address the fentanyl crisis in Wisconsin. Hovde’s campaign argued that on the bill that passed, Baldwin was not a major factor.","Eric Hovde","https://www.politifact.com/factchecks/2024/aug/22/eric-hovde/hovde-misses-mark-on-claim-that-baldwin-has-done-a/"
"Videos show Kamala Harris intoxicated.","false","Text above the video said police officers had determined that Harris was intoxicated. The first post shared a video of Harris remaining seated on the first night of the DNC in Chicago as those around her stood and applauded. Many of the social media posts shared clips of Harris’ comments that have gone viral and said they show Harris was drunk — such as when Harris described her mother asking, ""You think you just fell out of a coconut tree?""","Social Media","https://www.politifact.com/factchecks/2024/aug/22/social-media/no-social-media-videos-do-not-show-kamala-harris-i/"
"Video shows former President Donald Trump thought he was in North Carolina while he spoke in Pennsylvania.","false","Trump suggests he is in North Carolina while he is in Pennsylvania. President Trump was obviously referring to the Front Row Joes from North Carolina in the audience, whom he recognized earlier in his speech."" I don’t know, somehow — would that be OK, North Carolina?","Viral image","https://www.politifact.com/factchecks/2024/aug/22/viral-image/no-this-video-doesnt-show-former-president-donald/"
"The Democratic National Convention was “nearly empty” during its first day.","false","""The DNC is nearly empty,"" one person wrote Aug. 19 on Instagram Threads. ""The difference between the RNC and DNC is apparent. The post was accompanied with a video of Minyon Moore, the DNC convention committee chair, and Jaime Harrison, the Democratic National Committee chair, speaking to a sparsely populated venue on the convention’s first day.","Threads posts","https://www.politifact.com/factchecks/2024/aug/22/threads-posts/anybody-out-there-the-democratic-national-conventi/"
"“Kamala Harris wants to give $25,000 to illegal aliens to buy American homes.”","false","The Vance campaign pointed PolitiFact to Harris’ recently announced proposal that would provide up to $25,000 for first-time homebuyers to put toward a down payment on a home. The Vance campaign argued that migrants could get Social Security numbers that might qualify them for down payment assistance. The Vance campaign said that migrants who entered the U.S. illegally under the Biden-Harris administration could, over time, qualify for Harris’ down payment assistance proposal.","JD Vance","https://www.politifact.com/factchecks/2024/aug/22/jd-vance/jd-vances-false-claim-that-harris-wants-to-give-im/"
"“PA Gov Josh Shapiro isn’t attending the DNC at all.”","false","That’s because Shapiro has been at the convention, which started Aug. 19. ""PA Gov Josh Shapiro isn’t attending the DNC at all,"" a screenshot of an X post shared Aug. 19 on Threads said. On Aug. 20, Shapiro took the mic during the DNC’s ceremonial roll call vote, which was broadcast and streamed live, and led the Pennsylvania delegation in submitting their votes for Harris as the Democratic nominee.","Viral image","https://www.politifact.com/factchecks/2024/aug/21/viral-image/pa-gov-josh-shapiro-is-at-the-democratic-conventio/"
"Trump said “you used to be able to get cereal for 20, 30 bucks a pound.”","false","We rate the claim that Trump said this viral quote about buying cereal in pounds False. Trump has previously talked about people using an ID for grocery purchases, but he said that in a very different context. That screenshot shows Trump speaking at an Aug. 15 press conference at his golf club in Bedminster, New Jersey.","Threads posts","https://www.politifact.com/factchecks/2024/aug/21/threads-posts/no-trump-did-not-say-this-viral-quote-about-buying/"
"Photo shows “domestic Antifa are already gathering in Chicago, to create chaos during the Harris-Walz DNC.”","false","And Chicago police have not said antifa is gathering in Chicago in such large numbers. When we contacted the Chicago Police Department about the X post’s claim, the agency pointed us to an Aug. 13 press conference about police efforts for the DNC. But we found no evidence from police or in on-the-scene news reports that demonstrators linked to antifa played a dominant role.","X posts","https://www.politifact.com/factchecks/2024/aug/21/tweets/why-this-claim-about-antifa-at-the-dnc-is-false/"
"“Travis Kelce kneels during national anthem fined $10 million and thrown out of the game.”","false","""Travis Kelce kneels during national anthem fined $10 million and thrown out of the game,"" reads text in an image of Kelce kneeling. Kelce has kneeled during the national anthem before. The Aug. 19 post featuring the image said, ""Travis Kelce took a knee during the national anthem, a move that cost him a staggering $10 million fine and an immediate ejection from the game.""","Viral image","https://www.politifact.com/factchecks/2024/aug/21/viral-image/kansas-city-chiefs-tight-end-travis-kelce-wasnt-fi/"
"The American flag is missing from the Democratic National Convention in Chicago.","false","PolitiFact rated False a similar claim that American flags were missing from a 2019 Democratic debate. We rate multiple X posts claiming that the American flag is missing from the 2024 Democratic National Convention in Chicago False. Former President Donald Trump also said there were no American flags at the last in-person DNC in 2016.","X posts","https://www.politifact.com/factchecks/2024/aug/21/tweets/american-flag-wasnt-missing-at-the-dnc/"
"Former President Donald Trump “cut overtime benefits for millions of workers.”","barely-true","The Trump administration did not challenge the judge’s ruling and instead set its own overtime rule, which extended overtime pay to millions fewer people than Obama’s rule would have done. In 2016, the Obama administration set a rule that would have raised the salary threshold for overtime pay. The Trump Labor Department’s overtime rule became effective Jan. 1, 2020, and raised the overtime pay eligibility to salaried workers earning $35,568 per year.","Tim Walz","https://www.politifact.com/factchecks/2024/aug/20/tim-walz/fact-check-tim-walz-misleads-about-trump-and-overt/"
"“Women don't even get their own restroom at the DNC convention.”","pants-fire","(Screenshot of X post) We saw similar claims that there was ""no women’s restroom on site,"" or that women’s bathrooms were ""eliminated"" from the convention altogether. A United Center map provided by the DNC shows multiple bathrooms on five of the six floors. A men’s restroom and gender-neutral restroom are near each other, and two women’s restrooms lie a short walk down the hall.","X posts","https://www.politifact.com/factchecks/2024/aug/20/tweets/real-potty-talk-there-are-numerous-womens-restroom/"
"Photo shows “pallets or containers of bricks have been found near locations designated for protests related to the Democratic National Convention”","false","Second, Chicago city officials at the DNC Joint Information Center told PolitiFact on Aug. 20 that the rumors that police had found bricks near protest areas were unfounded. (Screengrab from X) In 2020, NBC News found the bricks in this picture were close to a construction site and had been there for months. First, this particular image of bricks was taken in Dallas in 2020, not in Chicago this week.","X posts","https://www.politifact.com/factchecks/2024/aug/20/tweets/no-this-photo-doesnt-show-bricks-for-dnc-protests/"
"Democrats dyed the “Chicago River red to celebrate abortion.”","pants-fire","""DNC has dyed Chicago River red to celebrate abortion."" ""The #DNC2024CHICAGO dyed the river red to celebrate abortion."" Yet another claimed that the city of Chicago had dyed the river to celebrate abortion.","X posts","https://www.politifact.com/factchecks/2024/aug/20/tweets/the-chicago-river-isnt-a-red-river-democrats-didnt/"
"The World Health Organization ordered governments to prepare for “mega lockdown” because of an mpox strain.","false","The framework encourages countries to control mpox outbreaks, advance mpox research and limit transmission between animals and people. But the WHO has made no announcements about mpox lockdowns. The full article says the WHO has ordered governments ""to prepare to initiate tough new lockdowns"" after declaring mpox a public health emergency.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/20/instagram-posts/no-the-who-has-not-ordered-global-mpox-lockdowns/"
"A video shows “triggered Kamala Harris walks out on Charlamagne Tha God after he exposed Joe Biden’s dementia.”","false","The video showed McKelvey asking Harris, ""Is it Joe Manchin or Joe Biden, Madam Vice President?"" Is it Joe Manchin or Joe Biden?"" It is Joe Biden.""","Donald Trump Jr.","https://www.politifact.com/factchecks/2024/aug/19/donald-trump-jr/no-kamala-harris-did-not-walk-out-of-this-2021-int/"
"California law lets you “rob a store as long as it’s not more than $950” and “not get charged.” Kamala Harris “did that.”","false","There is a $950 threshold cited in Proposition 47 between a misdemeanor or felony theft charge in the state. Trump said Harris was responsible for a California law that lets people steal with no penalties as long as the goods are valued at $950 or less. Under state law before Proposition 47, shoplifting property worth $950 or less was often a misdemeanor, but such crimes could, in some cases, also be charged as a burglary, which could be a felony, Harris’ summary said.","Donald Trump","https://www.politifact.com/factchecks/2024/aug/19/donald-trump/donald-trump-misleads-about-a-2014-california-crim/"
"Actor Mel Gibson told talk show host Oprah Winfrey, “You sell children!”","pants-fire","reads a third quote alongside images of Gibson and Winfrey. reads a quote over what appears to be an image of Gibson generated by artificial intelligence. ""You have no proof,"" reads another quote over a similar image of Winfrey.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/19/facebook-posts/no-mel-gibson-didnt-accuse-oprah-winfrey-of-sellin/"
"Sam Brown “said abortion should be banned without any exceptions for rape or incest.”","half-true","A Rosen campaign ad said Brown ""said abortion should be banned without exceptions for rape or incest."" Sam Brown said in the interview that he supported exceptions to abortion bans for rape, incest and when the mother’s life is threatened. A Dec. 5, 2023, Nevada Independent article reported that Brown’s campaign said it ""disavows"" and had ""no involvement"" with the 2022 questionnaire in which Brown said he supports abortion law exceptions when the mother’s life is at risk.","Jacky Rosen","https://www.politifact.com/factchecks/2024/aug/19/jacky-rosen/jacky-rosen-oversimplifies-sam-browns-abortion-sta/"
"“The NFL will now use facial recognition at every stadium to verify the identity of everyone at the game.”","false","An Instagram post claimed ""The NFL will now use facial recognition at every stadium to verify the identity of everyone at the game."" ""The NFL will now use facial recognition at every stadium to verify the identity of everyone at the game,"" text added to an image shared Aug. 4 on Instagram read. That mischaracterizes the league’s plan to adopt a new system that will rely on facial authentication software to grant credentialed staff and other stadium workers access to secured areas of the stadium.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/16/instagram-posts/nfl-to-use-facial-authentication-technology-for-cr/"
"Kamala Harris y Tim Walz se tomaron una foto con un cartel comunista.","pants-fire","Ellos filmaron el video en una oficina de campaña de la vicepresidenta y Walz en el norte de Phoenix, según una cuenta oficial de la campaña de Harris en Arizona. Aunque no encontramos el video editado en estas páginas, los verificadores de Snopes notaron que uno de los creadores de contenido del Dilley Meme Team publicó el 10 de agosto en su cuenta en X el video editado con el nombre ""Dilley Meme Team"". Al hacer una búsqueda de imagen inversa, PolitiFact encontró que el video original fue publicado el 9 de agosto en X por la cuenta oficial de campaña de Harris.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/16/facebook-posts/kamala-harris-y-tim-walz-no-se-tomaron-foto-con-un/"
"A 15-year-old named “Graci Mae Thompson” is missing.","false","In two instances, PolitiFact found that the users had posted about missing children before, then changed those posts to advertise properties for sale. Facebook posts have sounded the alarm over the disappearance of a 15-year-old named Graci Mae Thompson, who has supposedly been missing since July 22. But PolitiFact found no evidence of a girl named Graci Mae Thompson who is now reported missing.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/16/facebook-posts/dont-fall-for-posts-saying-a-teen-named-graci-mae/"
"Candace Owens will host an ABC morning show that will replace “The View.”","false","We rate the claim that Candace Owens will host an ABC morning show that will replace ""The View"" False. ABC has not made an announcement that Owens will be headlining a talk show. ""Candace Owens Signs $25 Million Deal With ABC For A Morning Show,"" a Facebook post says.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/16/facebook-posts/no-candace-owens-is-not-set-to-host-an-abc-talk-sh/"
