claim,verdict,explanation,source,link,id
Video shows helicopter “dropping millions” of mosquitoes in Massachusetts towns hit by eastern equine encephalitis virus.,false,"An Aug. 25 Instagram post tied the virus’s outbreak to a video it claimed showed a helicopter dropping mosquitoes from the sky. An Instagram post claimed millions of mosquitoes released from a helicopter could be tied to an outbreak of eastern equine encephalitis, a deadly mosquito-borne virus. A TikTok video from 2023 shows the same helicopter video seen in the Instagram post.",Instagram posts,https://www.politifact.com/factchecks/2024/aug/28/instagram-posts/video-doesnt-show-mosquitoes-released-from-helicop/,46c2dbb0-8926-448c-9244-1dd53f0c5fb1
"“Even before the pandemic, America went into a manufacturing recession.”",mostly-true,"There is no official definition for when an industrial sector enters recession, but by two common metrics — employment and output — U.S. manufacturing was tipping negative starting in early 2019, Trump’s third year in office. In other words, manufacturing output was declining for more than a year — then the pandemic hit. Although manufacturing employment rose robustly for the first two years of Trump’s term, this job growth stalled in his third year and fell slightly before the pandemic hit during his fourth year.",Pete Buttigieg,https://www.politifact.com/factchecks/2024/jul/31/pete-buttigieg/was-us-manufacturing-in-recession-before-the-pande/,baaadb42-0fe3-419b-8296-9747ac82dab3
Photo of Kamala Harris’ Aug. 7 rally near Detroit was AI-generated and “there was nobody there.” Attendees pictured “didn’t exist.”,pants-fire,"Supporters listen Aug. 7, 2024, as Democratic presidential nominee Vice President Kamala Harris speaks at a campaign rally in Romulus, Michigan. ""This is an actual photo of a 15,000-person crowd for Harris-Walz in Michigan,"" the Harris campaign wrote in an Aug. 11 X post, sharing the contested photo. Lavora Barnes, Michigan’s Democratic Party chair, shared a photo on X of herself addressing the Aug. 7 crowd and joked about Trump’s AI-generated crowd claim.",Donald Trump,https://www.politifact.com/factchecks/2024/aug/12/donald-trump/why-trumps-claim-that-the-harris-campaign-used-ai/,83b12751-5e76-4905-a95a-859ceb82b7d0
“Un grupo de 32 venezolanos armados tomaron esta noche un edificio de apartamentos en Chicago”.,false,"La publicación contiene un audio en el que un operador de la policía detalla el informe de una persona que llama. Calificamos la declaración de que un grupo de 32 venezolanos armados tomaron un edificio de apartamentos en Chicago como Falsa. El departamento dijo que alguien hizo una llamada de servicio sobre venezolanos armados que estaban entrando ilegalmente a la propiedad, pero que el incidente reportado en la llamada ""no fue de buena fe"" o ""no fue real"".",X posts,https://www.politifact.com/factchecks/2024/sep/09/tweets/no-un-grupo-de-32-migrantes-venezolanos-armados-no/,df8389dc-4eae-4e15-bfce-ddf045ca0b33
"Video shows “Kamala Harris describing how she can ruin lives with the 'swipe of a pen.’""",false,"We rate the claim that this video shows Harris describing ruining lives with her pen False. But a viral video appears to show her speaking boastfully about how she could ruin lives as a prosecutor. ""Power hungry Kamala Harris describing how she can ruin lives with the 'swipe of a pen,’"" an Aug. 16 X post said.",X posts,https://www.politifact.com/factchecks/2024/aug/30/tweets/viral-video-misleads-with-edited-video-of-kamala-h/,96219841-0e23-47e1-b5c9-0b12152f950a
"""El gran respaldo de Taylor Swift"" a Kamala Harris ""le cuesta $125 millones en acuerdos de marca"".",false,"Al hacer una búsqueda en Google del titular de la publicación traducido al inglés, encontramos un artículo publicado el 12 de septiembre con una imagen de Harris y Swift en Esspots, una página web que se describe como creadora de contenido satírico. Pero PolitiFact no encontró noticias verídicas en la base de datos Nexis o declaraciones públicas de Swift diciendo que perdió millones de dólares en acuerdos con marcas por apoyar a Harris. No sabemos si el acuerdo con CoverGirl del 2010 sigue vigente, pero tampoco encontramos comunicados de prensa o publicaciones en las redes sociales de  la empresa de cosméticos, que pertenece a la empresa Coty, que digan que  terminó alguna relación con Swift debido al respaldo a Harris.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/19/facebook-posts/taylor-swift-no-perdio-125-millones-en-acuerdos-co/,38128c94-dbd0-4672-a3f2-d4bed86b3ec5
“The last union member on a national ticket (was) Ronald Reagan.”,false,"Walz said that, before himself, ""the last union member on a national ticket (was) Ronald Reagan."" He repeated this claim more recently, in a Sept. 21 appearance in Bethlehem, Pennsylvania, when he said that ""the last union member on a national ticket (was) Ronald Reagan."" There’s one problem with the talking point: A card-carrying union member named Donald Trump was on the ballot more recently, in both 2016 and 2020.",Tim Walz,https://www.politifact.com/factchecks/2024/sep/24/tim-walz/no-ronald-reagan-wasnt-the-last-union-member-on-a/,e9f4d0c4-48ff-4052-a393-f2333caaa08e
A video shows a body that Israel embedded with a bomb exploding during a Palestinian funeral procession.,false,We rate the claim that a video shows a body that Israel embedded with a bomb exploding during a Palestinian funeral procession False. A graphic video shows an explosion at a funeral procession. But the video does not show a recent Palestinian funeral.,Instagram posts,https://www.politifact.com/factchecks/2024/sep/13/instagram-posts/no-this-video-does-not-show-an-israeli-bomb-explod/,85480ec9-7a37-4591-8414-7cbdf90f6084
Vice President Kamala Harris was fired from McDonald’s for stealing.,pants-fire,"In the comments of its McDonald’s post, America’s Last Line of Defense linked to an article by Dunning-Kruger Times that cited a McDonald’s spokesperson who said Harris was fired for stealing ""‘a substantial amount’ of chicken McNuggets."" We rate the claim that Harris was fired from McDonald’s for stealing Pants on Fire! Her campaign told PolitiFact that Harris worked at a McDonald’s in Alameda, California, in the summer of 1983.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/04/facebook-posts/claim-that-kamala-harris-was-fired-from-mcdonalds/,6f734636-3a4f-4938-8c39-75a2b0136987
"""La nueva ley de condonación elimina $15,000 de la deuda de tarjetas de crédito para todos los estadounidenses"".",false,"""La nueva ley de condonación elimina $15,000 de la deuda de tarjetas de crédito para todos los estadounidenses"", dice una publicación en Facebook del 3 de septiembre. La Oficina para la Protección Financiera del Consumidor (CFPB, por sus siglas en inglés), recomienda a los consumidores a contratar a un asesor de crédito sin fines de lucro y negociar directamente con la compañía de tarjetas de crédito, antes de contratar a una compañía de alivio de deudas. No existe una ""nueva ley de condonación"" de deudas de tarjetas de crédito, calificamos la publicación como Falsa.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/09/facebook-posts/no-hay-una-nueva-ley-de-condonacion-que-elimina-de/,5317d86c-7d4f-43b2-8360-7943d2f542f4
"“Communicable diseases like HIV and TB (tuberculosis) have skyrocketed” after Haitian migrants came to Springfield, Ohio.",barely-true,"The complete source of the TB data — Clark County’s Communicable Disease Cumulative Report 2013 to 2023 — showed four TB cases in 2023, an increase of one case over the previous year. Official HIV case data also shows a rise in one case from 2021 to 2022, and preliminary data shows there were 29 HIV cases in 2023. A Trump-Vance campaign spokesperson sent us data screenshots showing Clark County HIV and TB case rates from 2013 to 2023.",JD Vance,https://www.politifact.com/factchecks/2024/sep/26/jd-vance/communicable-disease-rates-in-springfield-ohio-hav/,4e0afddb-0897-432b-bf1b-57a69796f0ba
"In South Philadelphia, people are “getting paid $700 a week to go to wherever Kamala’s campaign tells them to go to.”",false,"Are people getting paid to attend Vice President Kamala Harris’ campaign events? We rate the claim that people are ""getting paid $700 a week""  to go to Harris’ campaign events False. The claim that people are getting paid to attend events is not new.",TikTok posts,https://www.politifact.com/factchecks/2024/sep/26/tiktok-posts/kamala-harris-campaign-isnt-paying-people-700-a-we/,b1a95149-d99e-408f-926d-3526186deb2c
"""Dallas County Texas (tells) election workers to (illegally) lie on registration & use a church address to register homeless people to vote!”",pants-fire,"It said state law is clear that you don’t need a home to vote, and that voters can use an address other than their residential address as a mailing address. An X post said that Dallas County election workers were telling trainees to illegally lie on voter applications and use a church address to register voters. ""State law is very clear: having a home is not a requirement to be eligible to register to vote, and voters can use an address other than their residential address as a mailing address.""",X posts,https://www.politifact.com/factchecks/2024/sep/11/tweets/texas-election-law-allows-homeless-voters-to-regis/,28c23e94-c105-46e7-adf5-38eeba00217e
"Dr. Leo Ferreira, a cancer researcher shown in a video clip, was on the plane that crashed in Brazil on Aug. 9.",false,"A Facebook post claimed that ""Dr. Leo Ferreira,"" a cancer researcher shown in a video clip, was on the plane that crashed Aug. 9 in Brazil. Dr. José Roberto Leonel Ferreira, a professor and radiologist with an imaging center in Brazil, died in the crash, according to news reports. The Associated Press and local news reports said Dr. José Roberto Leonel Ferreira, a recently retired doctor and professor, was among the passengers who died in the crash.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/15/facebook-posts/social-media-posts-misidentify-immunologist-as-som/,20390794-cb0b-4ddf-8381-2f5d7936e923
"Trump said “you used to be able to get cereal for 20, 30 bucks a pound.”",false,"We rate the claim that Trump said this viral quote about buying cereal in pounds False. Trump has previously talked about people using an ID for grocery purchases, but he said that in a very different context. That screenshot shows Trump speaking at an Aug. 15 press conference at his golf club in Bedminster, New Jersey.",Threads posts,https://www.politifact.com/factchecks/2024/aug/21/threads-posts/no-trump-did-not-say-this-viral-quote-about-buying/,fbdddb15-ff93-40b0-9e8d-208de7f34385
"Florida ""put Tom Walz instead of Tim Walz"" on its ballots.",half-true,"At least three Palm Beach County voters had returned ballots with the misspelling before it was corrected, Link said Sept. 24. The county’s elections supervisor said 257 overseas voters opened an email that contained a link to the ballot with the typo. Any voters concerned about their ballots are welcome to call the Palm Beach County office, Link said.",Threads posts,https://www.politifact.com/factchecks/2024/sep/25/threads-posts/its-tim-not-tom-walz-but-typo-on-florida-countys-o/,a3c0ae85-8341-4f34-8cd1-64c48f09b070
"""Elon Musk anuncia su primera novia (un robot con inteligencia artificial)"".",false,"Tech 4 Peace, un medio de verificación iraquí, signatario de la Red Internacional de Verificación de Hechos, también reportó que la imagen de Musk con la supuesta robot fue creada con inteligencia artificial. La imagen de Musk sentado en un restaurante con una robot humanoide no es real y no hay pruebas de que él anunció ""su primera novia (un robot con inteligencia artificial)"". El 15 de enero Musk publicó un video en X de uno de los humanoides doblando ropa.",Instagram posts,https://www.politifact.com/factchecks/2024/aug/14/instagram-posts/imagen-de-elon-musk-con-novia-robot-es-falsa-se-or/,f8d1b342-4014-4bac-be95-ed926638cb9e
“Elon Musk silences Taylor Swift: Shocking ban wipes out 1 million followers and costs her a staggering $72 million!”,false,"We rate claims that Musk banned Swift from X False. Singer-songwriter Taylor Swift has more than 95 million followers on X and, as of Sept. 26, her account was active. Still, a Sept. 25 Facebook post claimed that X owner Elon Musk had banished her from the social media site.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/27/facebook-posts/taylor-swift-has-x-account-but-that-hasnt-stopped/,94eb980f-0d67-4a0c-ad51-0e07468474fd
"“Michael Jordan rejects $400 million Disney offer, stating, ‘I do not collaborate with companies aligned with woke ideologies.’”",false,"""Breaking: Michael Jordan Rejects $400 Million Disney Offer, Stating ‘I Do Not Collaborate With Companies Aligned With Woke Ideologies’ In Bold Move,"" an Aug. 3 Facebook post said. Former NBA and ""Space Jam"" star Michael Jordan didn’t decry The Walt Disney Co., despite a claim bouncing around the internet. In 2023, fact-checkers checked a similar claim that Jordan had turned down a $120 million ad campaign with Disney.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/07/facebook-posts/space-sham-nba-star-michael-jordan-didnt-slam-disn/,48cdb724-3d56-47fb-aada-4afb03dd170b
Video shows Vice President Kamala Harris using a teleprompter.,false,"The post included a video clip without sound that showed Winfrey from behind and Harris in profile as words on a teleprompter scrolled in their foreground. We rate claims this video shows Harris using a teleprompter False. ""Apparently Kamala Harris had a freaking TELEPROMPTER during her ‘interview’ with Oprah.",X posts,https://www.politifact.com/factchecks/2024/sep/24/tweets/no-this-video-doesnt-show-kamala-harris-using-a-te/,328ff2a7-bb7a-4485-b3c2-51674a525e18
"""Samsung drops out of $1 billion advertising campaign with Olympics.""",false,"We rate the claim that Samsung has withdrawn sponsorship for the Olympics False. ""The IOC has an agreement with Worldwide Olympic Partner Samsung through 2028,"" the statement said. Since the opening ceremony, Samsung has continued to share articles about its involvement in the games on its website and social media.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/02/facebook-posts/no-samsung-has-not-withdrawn-its-olympics-sponsors/,7216a2e0-b86e-4afb-91cb-2c1b2d52e26c
"La vicepresidenta Kamala Harris ofrece ""solo $750 para los norteamericanos qué perdieron todo con el Huracan"" Helene.",false,"Harris dijo el 2 de octubre en Augusta, Georgia, que FEMA ""está proporcionando decenas de miles de dólares más para la gente para ayudarles a ser capaces de hacer frente a la reparación de viviendas, para ser capaz de cubrir un deducible cuando y si tienen seguro, y también los gastos de hotel"". La página web de FEMA dijo que esto incluye la financiación de los gastos de reparación de viviendas y alojamiento temporal. La Casa Blanca indicó en una hoja informativa del 2 de octubre que FEMA pagó más de $1 millón a más de 1,400 hogares de Carolina del Norte.",Instagram posts,https://www.politifact.com/factchecks/2024/oct/08/instagram-posts/harris-no-dijo-que-victimas-del-huracan-helene-sol/,3bc3418b-c993-4d41-bcef-6209454d3285
"Kamala Harris’ X post said the Olympics’ opening ceremony “made France look great! America, this is what we need to strive towards!”",false,"A July 28 X post that included a screenshot of what appeared to be a Harris X post that said, ""What an impressive show by all of these beautiful and diverse people at the Opening Ceremony of The Olympics! But Harris didn’t post on X with that, or anything else, reacting to the Olympics’ opening ceremony. The fabricated post shows three scenes screenshotted from the July 26 opening ceremony.",Social Media,https://www.politifact.com/factchecks/2024/aug/06/social-media/kamala-harris-didnt-praise-the-olympics-opening-ce/,e54ec268-d9b6-4928-afd3-9b7d1702fe64
"""Elon Musk Declares: ‘Pride flags should be banned from classrooms, forever!’""",false,"The claim that Elon Musk called for pride flags to be banned in classrooms originated on a satire site. Its Sept. 4 post read, ""Elon Musk Says: ‘Pride Flags Should Be Banned from Classrooms, Permanently!’ (Satire)"" and linked in the comments to the satire site Esspots.com. X owner and Tesla CEO Elon Musk has invited controversy, but a viral claim about him calling for a ban on pride flags started as satire.",Facebook posts,https://www.politifact.com/factchecks/2024/oct/04/facebook-posts/claim-about-elon-musk-banning-pride-flags-originat/,1a0f23c4-dc9d-408d-aaac-85cafa31a1c7
Vice President Kamala Harris “even wants to legalize fentanyl.”,false,"Trump said Harris ""wants"" to legalize fentanyl as president. Trump said Harris ""even wants to legalize fentanyl."" Trump said that Harris wants to ""legalize"" fentanyl, but the ACLU questionnaire asked about ""decriminalization.""",Donald Trump,https://www.politifact.com/factchecks/2024/oct/01/donald-trump/trump-said-harris-wants-to-legalize-fentanyl-thats/,fbf1c5d5-0d2b-4c83-9bf0-25bd78fd1292
An image shows the social media profile of the accused suspect in the Apalachee High School shooting.,false,"We rate claims the image in this post shows the shooting suspect’s X profile False. What appears to be a screenshot of an X profile shows a person wearing what looks like a Harris hat and a shirt that says ""trans"" with a bio that says: ""Kamala 2024 end all MAGAts"" and a gun emoji. A Sept. 5 Google search showed that before the shooting even happened, the profile said: ""to any lawyers, journos, cops & the CIA: this content is all fake and made up.""",Viral image,https://www.politifact.com/factchecks/2024/sep/05/viral-image/an-x-account-purporting-to-belong-to-the-apalachee/,55ba44fd-d318-4f5b-9d97-ef71c2cb4272
"The FBI said it would “visit” Elon Musk for writing on X, “No one is even trying to assassinate Biden/Kamala.”",false,"""Unlike his kids, we’re gonna visit him for this,"" read the supposed Sept. 16 FBI X post. The post in the purported screenshot didn’t appear on the FBI’s X account as of Sept. 17, and we found no evidence, such as credible news stories, that the agency posted and then deleted the supposed response to Musk. A purported screenshot of the FBI responding to Musk’s post started circulating on social media the next day.",Viral image,https://www.politifact.com/factchecks/2024/sep/17/viral-image/no-this-isnt-an-authentic-fbi-post-responding-to-x/,e03f085c-2fb4-47de-b011-5e544912f9eb
"“If you make less than $100,000, Trump is about to raise your taxes. Currently, you’re taxed at 10% and then 12%. He would raise that to a flat rate of 15%.”",false,"If Trump is elected and he successfully keeps the existing tax brackets in place, people making less than $100,000 will not see their income taxes increase to 15%, because the tax brackets will remain the same as they are today. Still, Trump has never said that he plans to enact the tax policy changes that Project 2025 proposes, so there’s no currently available evidence that he would pursue it. Although the Project 2025 plan doesn’t specifically recommend eliminating the standard deduction, if it were done away with along with most other tax credits, then people making up to $100,000 would end up paying a higher effective tax rate on their whole income, while people on the higher end of the first bracket would be paying lower taxes.",Wisco Project,https://www.politifact.com/factchecks/2024/sep/20/wisco-project/trump-has-not-said-hell-raise-taxes-on-people-maki/,fe765528-09b0-45e2-b749-c578cc9e4427
"The government gave $3,500 debit cards to immigrants while giving only $750 to Hurricane Helene victims.",false,"We rate the claim that the government gave $3,500 debit cards to migrants while only giving $750 to Hurricane Helene victims False. The claim about $3,500 debit cards refers to a New York City initiative that began as a pilot program in March and gave prepaid debit cards to 500 migrant families sheltering in New York City hotels to reduce the cost of food distribution. Source: A table emailed to PolitiFact from a spokesperson for New York City Mayor Eric Adams,  showing debit card allotments for migrants based on household size for a 28-day period.",Facebook posts,https://www.politifact.com/factchecks/2024/oct/11/facebook-posts/no-migrants-dont-receive-3500-debit-cards/,8d80028c-9552-4fcb-aa22-419e0c3ad1ac
Taylor Swift “admits to having done immoral things with Diddy in the past to gain fame.”,pants-fire,"It led to a blog post that claimed Swift ""broke down in tears"" during a live interview with Kelce, a tight end for the Kansas City Chiefs NFL team. The blog post gave no further details, such as when and where this purported interview happened. But we found no credible evidence, such as news reporting, public statements or interview footage to corroborate the claim that Swift said she did something ""immoral"" with Combs.",Facebook posts,https://www.politifact.com/factchecks/2024/oct/09/facebook-posts/no-taylor-swift-didnt-confess-to-immoral-things-wi/,7400257f-0ced-43f8-ba3a-8aabea78b2c3
“FEMA is supposed to help out white people last for the purpose of ‘equity.’ … It’s literally on the FEMA website.”,pants-fire,"But the page doesn’t say that FEMA must help white people last. We rate claims FEMA is supposed to help white people last Pants on Fire! ""Under the Biden Harris administration FEMA is supposed to help out white people last for the purpose of ‘equity.’ Don’t believe me?",Threads posts,https://www.politifact.com/factchecks/2024/oct/10/threads-posts/femas-website-doesnt-say-it-must-help-white-people/,6f3799b0-82c4-46ca-abed-c6532e029c02
"“Illegal” Haitians in Springfield, Ohio, are “reportedly killing and eating pets.”",pants-fire,"The claim about migrants eating pets is unfounded, with a city spokesperson saying there are no credible reports it’s happening. PolitiFact rated social media posts about the claim False on Sept. 9, and Trump’s debate claim Pants on Fire on Sept. 10. ""Kamala Harris and Sherrod Brown are responsible for flooding Springfield, Ohio with thousands of illegal Haitians who are sucking up social services and even reportedly killing and eating pets,"" Moreno said in the caption of a Sept. 9 Instagram post.",Bernie Moreno,https://www.politifact.com/factchecks/2024/sep/18/bernie-moreno/republican-us-senate-candidate-bernie-moreno-pushe/,4629632e-5bdb-4e5e-89f0-ed3b4ffd800a
"“400,000 workers are now in a union that were not in a union when (Biden) became president.”",mostly-true,"Su said, ""Four hundred thousand workers are now in a union that were not in a union when (Biden) became president."" During a press conference, she said, ""Four hundred thousand workers are now in a union that were not in a union when (Biden) became president."" During the last 10 years, union membership was at its highest in 2017 at 14,744,00 — some 300,000 union members more than now.",Julie Su,https://www.politifact.com/factchecks/2024/sep/23/julie-su/yes-union-membership-has-increased-under-biden-but/,0e13511c-467b-4481-8f53-3016007e9f28
“Netflix loses 6 million subscribers within hours of donation announcement.”,false,"""Netflix loses 6 million subscribers within hours of donation announcement: ‘The people have spoken,’"" text in an image featuring Harris said in a July 26 Facebook post. We found no evidence to support the claim that Netflix has lost 6 million subscribers as a result of Hasting’s donation. But claims that Netflix lost millions of subscribers as a result originated on a self-described satire page.",Facebook posts,https://www.politifact.com/factchecks/2024/jul/31/facebook-posts/claim-netflix-lost-subscribers-over-co-founders-ca/,613487ff-26a4-40df-b19a-60215b13a7c2
Switzerland “no longer recognizes Islam as an official religion.”,false,"The law followed a 2011 referendum in which Swiss voters approved a proposal to ban face coverings in public. In 2021, the Swiss government opposed the referendum to ban face coverings, as did a coalition of left-leaning parties that called the proposal Islamophobic, The Associated Press reported then. We rate claims Switzerland no longer recognizes Islam False.",Threads posts,https://www.politifact.com/factchecks/2024/jul/31/threads-posts/switzerland-didnt-disacknowledge-islam-as-social-m/,bd0cd7c3-1e9c-4a0b-b929-969f921a2101
"Video shows Tim Walz “falsely claims that being gay in Nebraska is ‘illegal’""",false,"The post included a clip in which Walz said, ""Think about this, when I was a kid growing up in Nebraska being gay was illegal, still technically illegal."" His full statement: ""Think about this, when I was a kid growing up in Nebraska, being gay was illegal, still technically illegal. We rate the claim that Walz ""falsely claims that being gay in Nebraska is ‘illegal’"" False.",Instagram posts,https://www.politifact.com/factchecks/2024/sep/11/instagram-posts/no-walz-didnt-claim-its-illegal-to-be-gay-in-nebra/,2e978245-5481-4ea7-b157-ffb4e3d668ed
“Kamala involved in P-Diddy’s rapes and assaults.”,pants-fire,"We searched Google and the Nexis news database and found no credible reports of Harris being involved in Combs’ alleged crimes. Harris was California’s attorney general from 2011 to 2017. The Instagram video presented no evidence to support the claim, citing only Harris’ role as California’s attorney general during the period in which Combs supposedly committed the crimes.",Instagram posts,https://www.politifact.com/factchecks/2024/sep/30/instagram-posts/no-evidence-implicating-kamala-harris-in-sean-didd/,2e814f8c-8f53-459a-b57f-0b9c2451bd3b
FEMA “blocked a runway” at a South Carolina airport and “halted” hurricane relief flights.,false,"An Instagram video said that FEMA closed a runway at a Greenville, South Carolina, airport and halted flights of donated supplies to hurricane victims. Roberts said in the video that FEMA was at the airport only for medical reasons and the group has had no contact with the federal agency. An airport spokesperson said a secondary runway was closed for three days for a FEMA contractor, but that closure didn’t affect flights in or out of the airport.",Instagram posts,https://www.politifact.com/factchecks/2024/oct/07/instagram-posts/no-fema-didnt-block-hurricane-relief-flights-at-so/,8e7b76f8-a6fe-4590-914a-5e3c7e0586aa
"“The entire family of Kamala Harris’ running mate, Tim Walz—they are all supporting Donald Trump.”",false,"Of course, anyone who watched the Democratic National Convention would know that Walz’s entire family doesn’t support Trump. ""Tim Walz’s family back in Nebraska wants you to know something … "" he said, sharing the image. Neither did Charles Herbster, a former Nebraska governor candidate who first posted the photo on X.  Herbster, however, didn’t claim Walz’s entire family supported Trump.",Viral image,https://www.politifact.com/factchecks/2024/sep/06/viral-image/no-tim-walzs-entire-family-isnt-supporting-the-tru/,62ef5ae4-2fb9-424c-80a3-927645196dd1
"“Kamala Harris wants to give $25,000 to illegal aliens to buy American homes.”",false,"The Vance campaign pointed PolitiFact to Harris’ recently announced proposal that would provide up to $25,000 for first-time homebuyers to put toward a down payment on a home. The Vance campaign argued that migrants could get Social Security numbers that might qualify them for down payment assistance. The Vance campaign said that migrants who entered the U.S. illegally under the Biden-Harris administration could, over time, qualify for Harris’ down payment assistance proposal.",JD Vance,https://www.politifact.com/factchecks/2024/aug/22/jd-vance/jd-vances-false-claim-that-harris-wants-to-give-im/,7504aa11-dfc0-4659-8d59-f46873bc1223
Former President Donald Trump “cut overtime benefits for millions of workers.”,barely-true,"The Trump administration did not challenge the judge’s ruling and instead set its own overtime rule, which extended overtime pay to millions fewer people than Obama’s rule would have done. In 2016, the Obama administration set a rule that would have raised the salary threshold for overtime pay. The Trump Labor Department’s overtime rule became effective Jan. 1, 2020, and raised the overtime pay eligibility to salaried workers earning $35,568 per year.",Tim Walz,https://www.politifact.com/factchecks/2024/aug/20/tim-walz/fact-check-tim-walz-misleads-about-trump-and-overt/,c01ddff4-299b-4794-b990-a20a78965fcb
"Este es “vídeo de una inmigrante haitiana que asesinó y se comió al gato de sus vecinos” en Springfield, Ohio.",pants-fire,"La publicación incluye imágenes de la cámara corporal de un oficial arrestando a una mujer después de que los vecinos dijeran que ella mató y se comió un gato en una zona residencial. Alexis Ferrell, de Canton, Ohio, fue arrestada el 26 de agosto por crueldad animal y alteración del orden público después de que la policía de Canton dijera que torturó, mató y se comió un gato frente a la gente de Canton. Calificamos la declaración de que una inmigrante haitiana asesinó y se comió al gato de sus vecinos en Springfield, Ohio, como Ridícula y Falsa.",X posts,https://www.politifact.com/factchecks/2024/sep/18/tweets/el-arresto-de-una-mujer-en-canton-ohio-no-tiene-re/,b4b55aae-cc7d-4298-82ec-dd354fe07454
"""We now have historic low unemployment in America among all groups of people.""",half-true,"The record low overall unemployment rate is 2.5%, set in 1953. The record low Latino unemployment rate is 3.9%, a level reached once under Trump in 2019 and once under Biden and Harris in 2022. The unemployment rate for these groups currently ranges between six-tenths of a point to 2 percentage points above the record low for that group.",Kamala Harris,https://www.politifact.com/factchecks/2024/oct/08/kamala-harris/kamala-harris-on-60-minutes-said-unemployment-is-a/,7916525c-0d08-4825-bb1e-2d9acaf9e3d3
"Actor Mel Gibson told talk show host Oprah Winfrey, “You sell children!”",pants-fire,"reads a third quote alongside images of Gibson and Winfrey. reads a quote over what appears to be an image of Gibson generated by artificial intelligence. ""You have no proof,"" reads another quote over a similar image of Winfrey.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/19/facebook-posts/no-mel-gibson-didnt-accuse-oprah-winfrey-of-sellin/,ce56bcf4-a3f8-4b70-bc55-4c1396685e2e
Imagen muestra carnet del Partido Comunista de la vicepresidenta Kamala Harris.,pants-fire,"Pero, el Detector que pertenece a la división de noticias de Univision, reportó que la campaña Harris-Walz le dijo que la publicación en redes sociales de un supuesto carnet es falsa. La imagen de un carnet del Partido Comunista con la imagen de Harris fue creada en una página web y no es auténtica. La publicación en Facebook también dice que el carnet fue otorgado personalmente por el segundo secretario del Liga de la Juventud Comunista Leninista de toda la Unión (VLKSM, por sus siglas en ruso) a Harris en 1984.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/13/facebook-posts/kamala-harris-no-tiene-un-carnet-del-partido-comun/,2ee66475-938e-41b4-8070-d40235b945d8
Video shows buildings crumbling because of an “earthquake in Taiwan.”,false,"We rate claims that this video shows buildings crumbling because of an earthquake in Taiwan False. The video features dark billowing clouds of debris and buildings crumbling set to an audio track that’s been used in TikTok videos that have been altered to show people, animals and buildings magically materializing in clouds. A recent Facebook post purports to show a series of video clips of the destruction wrought by an ""earthquake in Taiwan.""",Viral image,https://www.politifact.com/factchecks/2024/aug/29/viral-image/no-these-buildings-didnt-crumble-because-of-an-ear/,58cd95fc-a539-495a-8608-0b8b9ef21e99
"A zero-tolerance policy during the Trump administration ""led to less family separation than under Kamala Harris' border policies.”",false,"The Trump administration zero-tolerance policy meant that U.S. immigration officials separated children and parents who arrived at the border together. They have generally been used to refer to the Trump administration practice of having immigration officials systematically separate children from their parents at the U.S. border to deter illegal border crossings. The terms ""family separation"" or ""child separation"" have generally described the Trump administration practice of having immigration officials separate children from their parents at the U.S. border to deter illegal crossings.",JD Vance,https://www.politifact.com/factchecks/2024/sep/04/jd-vance/jd-vances-faulty-comparison-of-trump-harris-on-chi/,8e9577da-84c0-4cd8-a9c5-3b5c6b7b9dfb
Kamala Harris posted about banning Barron Trump’s friend from X because he wore a “Biden Loves Minors” shirt.,false,"But Vice President Kamala Harris did not demand Loudon’s banning from social media for wearing a ""Biden Loves Minors"" shirt, as social media users have claimed. We rate the claim that Harris posted about banning Barron Trump’s friend from X because he wore a ""Biden Loves Minors"" shirt False. Harris has not deleted any posts on her X account in the past 30 days, data collected by Social Blade, a social media analytics website, showed.",Instagram posts,https://www.politifact.com/factchecks/2024/aug/14/instagram-posts/no-kamala-harris-did-not-insult-barron-trumps-17-y/,ddd28dc0-6f18-430a-8da0-767e1c612610
“Hurricane Nadine” was on a path to hit Florida on Oct. 10.,false,"But as of Oct. 12, the administration’s National Hurricane Center had not reported that a storm called Nadine was developing near the U.S. PolitiFact has fact-checked other false claims about a supposed Hurricane Nadine. We rate the claim that a hurricane named Nadine was on a path Oct. 12 to hit Florida False. Other posts on Instagram and Facebook made similar claims about an impending Hurricane Nadine, causing understandable concern after Hurricane Helene hit the state Sept. 26 followed by Hurricane Milton on Oct. 9.",Instagram posts,https://www.politifact.com/factchecks/2024/oct/12/instagram-posts/online-rumors-fuel-concern-about-hurricane-nadine/,ece2805d-1658-4874-bc1a-28267847492c
