label,statement,source,uuid
half-true,says bernie sanders wants higher standards toy guns real guns,LIAR,747fa83d-e3c3-48d2-85a5-36ba9fba1b79
false,fact rick scott running governor reformer would funny wasnt outrageous man barely escaped imprisonment,LIAR,72b67b59-6165-4ef1-bd0e-2420118bc5df
mostly-true,republicans 2 percent muslim vote,LIAR,4b1404e1-ce1f-45cf-a610-efdc126daeb6
false,building running atlanta streetcar projected create 1399 jobs,LIAR,30ff2cb8-7d42-47a1-9510-c5ff09bd3d1f
mostly-true,newspapers endorsed alex sink also endorsed barack obama,LIAR,6583d759-b14d-497b-bc49-d7ca43919382
half-true,since rick perry became governor texas gone 46th country 50th population graduates high school,LIAR,546d40c3-0c0e-43c9-ad54-579574c2e672
true,im threestate political solution iraq romney,LIAR,ef1689bd-0e03-411b-a841-944163ae6a09
half-true,health care bill six years costs 10 years tax revenue,LIAR,96db53ee-7fec-4f34-82ae-02c240d1b4ca
true,crime atlanta 18 percent since 2009,LIAR,0d79e794-46f2-493f-a7dc-9234884fa6cd
false,says government barrier innovation development,LIAR,e02662e2-f8bf-48a7-96f3-bbd96d622c82
barely-true,virginia 1 recipient federal dollars,LIAR,f02a6715-3afb-498a-b2d9-d073c55af60a
mostly-true,says oversaw audit city 2 million franchise fees,LIAR,9d098df0-dd29-4c85-b578-1f924976a5e8
half-true,republican candidate governor nathan deal fought weaken georgias rape shield law,LIAR,626d871b-956b-4dbe-a955-6e1844ded003
false,president unilaterally authorizing military attack involve stopping actual imminent threat nation,LIAR,8525b8d4-a7df-4fa8-b088-1e83eecee40e
true,five percent americans pay half income taxes country forty percent americans pay income taxes,LIAR,996dba47-e9c7-489d-80c3-9f4cd59c0536
barely-true,gov romneys health care plan massachusetts requires law representative planned parenthood sit masshealth advisory board,LIAR,3e1a6cd0-8131-4739-bdb7-17e1a334a57b
true,tuitions virginia collegeshave doubled 100 percent last 10 years,LIAR,61bb4920-414b-4128-a74a-031176fcc8e7
false,milwaukee county parks capital budget thats bigger last 10 years,LIAR,2cce5ddc-b8eb-470c-9049-a4d8053db306
barely-true,bill gunter would drain millions local public schools give tax dollars private forprofit schools run outofstate corporations,LIAR,5562b13f-a0ba-4d8e-a347-589d7a9af40e
barely-true,says charlie bass supports paul ryan plan forces seniors pay 6400 year health care millionaires pay less taxes,LIAR,a05ebf78-fca6-4f56-9720-973da18de60e
false,changes debated state employees wisconsin earn 30000 40000 50000 year might 20 percent income disappear overnight,LIAR,4c3e5fe3-0595-46a4-b845-b5b1b998ef4b
mostly-true,people going deport good reason ended becoming citizens ended becoming citizens 800 turns might 1800 dont even know,LIAR,a1898248-4a65-4bf6-a8f9-aa9f8dc3e564
false,average student spending 1700 1800 life loan surcharge,LIAR,d9b86058-cad5-4d9d-a59d-1a9c4f61a5cc
barely-true,went 160 billion deficit spending president george w bushs last year 16 trillion following year,LIAR,4abe6b17-e0b0-4a6c-acb0-b8c973b958d9
true,says 4th grade 86 percent africanamerican boys 82 percent hispanic boys reading proficiency levels,LIAR,ae72acc6-93c0-48bc-a815-d00e2b81d149
pants-fire,corrupt political bosses money laundering fraud another day office vin gopal,LIAR,5f65da32-2fc5-4e7a-b739-eb3cc33d1cff
barely-true,exposure electromagnetic fields power lines associated childhood leukemia diseases,LIAR,3d1173e9-aae4-4d37-8b87-bc8d15fb66e9
half-true,instances abortions allowed,LIAR,078cd57b-10c9-4ae8-b928-575d6261c569
true,says seen border patrol signs near mexico border english spanish chinese,LIAR,9b96cec9-8a4b-41bc-bd0a-9267719bd4a7
mostly-true,weve lost 5000 americans afghanistan iraq plus civilians killed,LIAR,c53fc37a-d2e7-4e0b-88ca-3634fe7cab88
false,recent survey climate scientists said 57 percent dont agree idea 95 percent change climate caused co2,LIAR,be2c18ed-4581-4930-992a-560c13e3eccc
mostly-true,record environment creating green energy taking trash turning cash,LIAR,d81dadee-a623-4f28-b9a7-5444da513440
false,says texas schools spend 45 180 school days mandated testing,LIAR,51f7f233-c85c-4190-a726-a3a717004a74
mostly-true,says david dewhurst accused cruz red chinese communist,LIAR,ad98262f-0075-474e-bdba-f36baabdf961
false,says us sen tammy baldwin done absolutely nothing fentanyl crisis,PolitiFact,5be8dcc9-6381-4226-b272-86ecee823b33
barely-true,says raised average family income 50 percent tenure arkansas governor,LIAR,a7b7d7f8-bcda-49f9-a38e-a23fec3180b1
half-true,says rep maxine waters dcalif needs 40000 50000 votes win election congress compared 120000 votes king needs waters higher immigrant population,LIAR,4a707b81-399d-42e7-aded-99d55945b70e
barely-true,cruz andrubio missing vast majority votes,LIAR,43fc330a-0ce0-4de9-ae44-09e6b99eba31
true,says jim frishe wanted tax us taxes accountant,LIAR,29a7d0cf-2835-42fa-92d6-b888719683f9
true,three four lowincome workers dont paid sick days available,LIAR,99a44c04-0fe0-415b-a4a3-ff8a81f4c126
false,debate moderators made false claim donald trump nowhere united states abortion legal birth,PolitiFact,af17bf82-5fb6-436e-a4db-63317e36c853
barely-true,according recent congressional budget office report obamacare 7 million people lose employersponsored insurance,LIAR,2b4cd8cd-a97b-47c1-bb66-35fc38f6b69c
half-true,israel seen 90 percent reduction terrorist attacks attributes building 500mile fence,LIAR,99a29aff-97f5-450e-80f3-8a3203602a55
pants-fire,says congressman eric cantor wants eliminate social security,LIAR,cc6c4cdb-0158-440c-84f7-ed43f7bb29a0
half-true,dont spend money pier money wipe general funds city county send county never see,LIAR,925288d2-4369-4aab-8ec8-dfb28f30f9ac
barely-true,says marco rubio immigration reform pathway citizenship,LIAR,b55e4676-4e8a-44b6-a10d-02393bd63ded
true,ninety percent topsoil inadequate moisture grow crops,LIAR,0e47a32b-77c8-4cb9-a511-c873f5d423fe
false,says george washington said free people armed guard government tyranny,LIAR,e3c8ec7c-e6e9-45e2-99a5-624f58c9c978
true,sharron angle would eliminate department education,LIAR,92408c62-7352-4db9-bcd5-c87d9729da15
mostly-true,says jeff stone scott walker,LIAR,dcef7731-62b3-4193-ab76-bcd9e57f8c82
half-true,john edwards never ever beginning political career never taken pac money money washington lobbyists ever joe trippi senior campaign adviser,LIAR,ae5b7f5d-4503-4cf7-a902-8287549713f3
false,millions americans paying getting less obamacare,LIAR,c3fa11c3-56b2-4653-b5e1-85c51ccc1509
half-true,says romney would add trillions deficit obama would cut deficit 4 trillion,LIAR,e129c261-05c1-407f-84ac-f48b28c48b7b
false,weve seen increase alcohol use underage kids even though alcohol illegal kids 21,LIAR,983f4bb9-f519-49e8-b788-5d4c668879e1
true,chicago bears starting quarterbacks last 10 years total number tenured uw faculty fired last two decades,LIAR,758d9cd1-9bd7-491f-a495-1e3d1cd9e3f2
half-true,hb2threaten federal funding public schools title ix according federal court looked similar issue,LIAR,d64f9384-7800-4415-9ab8-30525acea655
true,seventy percent uninsured live households least one person working,LIAR,58e6115d-7b88-4f1c-88ef-a6301560bc05
mostly-true,chris christie led new jersey recordbreaking 9 credit downgrades,LIAR,63f3b745-54d7-4917-89b2-9b2ab1aa4505
half-true,thanks transpacific partnership vietnam drafting presenting unprecedented labor reforms changing constitution recognize worker organizations vietnam first time,LIAR,f62153a9-fd60-4fc6-b0f4-8767b75ba6ce
half-true,gov pat mccrory took 500000 directly disaster relief fund know house bill 2,LIAR,3028f266-b3b7-4f36-bfee-b9a060fd5384
barely-true,fought hard state senate seat lost four points raised 700000,LIAR,ecf58652-e394-4155-9ac9-8abf70851da1
false,400 car crashes occur year current congested columbia river bridge,LIAR,9cd0a246-8692-4eb6-afbb-1a8cf4fdfe7f
true,barber regulation missouri 10000 words longthe book revelation also 10000 words long,LIAR,7bc3a26c-fcc7-48c6-8ace-dd8fa24ee364
barely-true,states educational administrators joined feds seeking mandate arabic classes texas children,LIAR,40551831-1349-4d27-8705-3a60bdc17383
true,proud governor florida signed first divestment act relates iran divesting investments companies would invest iran,LIAR,1630a80a-1488-4a2c-b1a3-4881fdf75c55
true,says bipartisan support including 53 sheriffs throughout state democrats republicans,LIAR,58bd32b6-88fb-49c5-9b40-1cce4f4f5442
false,head irs ordered 24000 emails erased congress could review making sure american people never know real truth,LIAR,ca428326-55d5-401e-b9c8-316e270171e4
Correct,author james baldwin said everything faced changed nothing changed faced,Snopes,1f167d05-3e12-41b1-bf3c-272ed10f8b80
pants-fire,president said hes going bring 250000 syrian iraqi refugees country,LIAR,1c8e69f5-4cfc-4aac-bcb0-0ce9291e0f9e
mostly-true,paul ryan budget proposal would privatize medicare,LIAR,c5a7c0b4-7394-4420-a02f-6bd229b1b46b
false,pass rate high school level test join military 35 40 percent,LIAR,68967b73-b941-4d17-822b-7e81387c5d2a
mostly-true,says city comparable size austin smaller broken many congressional districts,LIAR,0f17d3d6-548c-49bd-9396-aac3b19c4669
false,última hora río nilo se pinta de rojo sangre,PolitiFact,88805659-b123-4a58-9f63-d86b98af79f8
mostly-true,threehour debate discussion national debt little economy,LIAR,28da1372-98e4-49cf-a373-347e6b812051
mostly-true,year 2000 2006 insurance premiums country doubled,LIAR,bed4d7cf-03e5-4182-912f-fc37c96a436b
true,three people tried convicted last administration military courts two walking street right,LIAR,53018beb-8fe2-41b4-a259-7dc225507e57
true,one would go back century find scenario presidents nominee supreme court confirmed opposition party senate vacancy occurred election year,LIAR,9c4efe11-49b4-4f9b-9be2-3f8f11515225
mostly-true,immigration president said 22 times 22 times couldnt eventually,LIAR,9f75d287-8a1c-4519-9124-8be35b482453
half-true,vast majority minimum wage workers get raise within year,LIAR,3875562e-6862-4932-9497-eb48b342a81d
false,teachers working third consecutive year longer without salary increases,LIAR,ba7200c5-73da-481c-b385-d2381b0e751f
false,obama said would stand muslims political winds shift ugly direction,LIAR,100e45dc-3c5b-4947-9a1d-79a69f62c039
false,never favored cap trade,LIAR,a8b961a1-5329-45b8-b0eb-6171996442f9
mostly-true,ohio currently ranks 50th states income growth,LIAR,ac5290c5-79ef-4e25-b367-326a69a038ed
half-true,millions women across country rely planned parenthood contraceptive care rely mammograms,LIAR,bf0a2ce8-b8fd-46ec-8e16-ee42cb4aef23
pants-fire,dan gelber record scholarships help needy children attend jewish private schools,LIAR,8cce7ebb-f065-484c-bf6f-847d2b561e45
true,langevin votes party line 98 percent time,LIAR,0159a223-ef7e-4918-81fc-84f10e03fd8d
half-true,tom ganley two fs better business bureau 160 complaints three years,LIAR,23d48621-5154-4425-a884-d82ac1b9ae77
half-true,lot people dont know 50000 americans make living ebay,LIAR,25d16801-ee28-41c0-bbc4-225d46aa3622
half-true,whether people keep insurance affordable care act,LIAR,56ab3df4-30c0-4793-8012-c8d1c08c9e7e
half-true,says never donates democrats paul workman contributes democrat kirk watson democrats running republicans,LIAR,8630019b-5252-453e-938d-4c9d82589a2e
barely-true,germans french countries opposed us iraq war believed saddam hussein weapons mass destruction,LIAR,454f74ff-d630-46b9-86b3-2d9c98150cdc
mostly-true,40 50 percent tax filers owe income tax,LIAR,29417fc7-88f2-4295-a50a-2cc625a08ef1
mostly-true,twothirds federal budget permanent law permanently appropriated,LIAR,632f0e93-1564-4119-bf54-96e626e265c3
false,proposed san antonio ordinance allow men womens restrooms city,LIAR,005de2cf-c5ec-45d9-8cb3-262adecc77d1
barely-true,says department defense changed definitions alqaeda taliban making almost anybody loosely associated groups,LIAR,85abe989-c48d-4bc8-bec7-558abb20fb1c
false,says transportation secretary ray lahood force stop using cell phone driving,LIAR,8d62de40-1960-4b8a-8473-1218c430d587
mostly-true,2 percent oil reserves world consume 25 percent worlds oil daily basis,LIAR,ace86e0b-5cae-498c-aa57-02fd9b5498d4
half-true,delaying health care mandate business,LIAR,ad0cc2da-d9db-444d-8352-9f633ac82575
true,result climate change ice fishermen wisconsin already noticing fewer days ice covered lakes,LIAR,b362c38b-3df8-4f8c-b2c9-b170df50fe50
true,congress 11 percent approval ratings yet 964 percent incumbent lawmakers reelected 2014,LIAR,a45da92b-1f63-49f2-848d-5fd83059cbdb
mostly-true,says fought obama supreme court,LIAR,e7560d12-2269-4c7e-ba1f-1f29fb7f9a1b
Mixture,collage four images shared august 2024 shows womans body infested internal parasites result consuming raw pork 10 years,Snopes,7295acf2-cc4e-46a1-a5be-727b07020f0b
true,youre earning 100000 year commute new york every day pay port authority tolls pay state new jersey income tax,LIAR,ecd97b9d-8467-4a7c-ae65-07c5c8a38bc4
half-true,federal law obamacare navigators bar even require screening convicted felons including individuals convicted identity theft fraud,LIAR,37047785-5fd4-4a13-8482-a934e677be34
pants-fire,nearly half persons 30 go work today,LIAR,6d36fbb5-de57-4fd7-af0e-38d197757b73
half-true,12th grade 3 10 girls pregnant least,LIAR,26b5a61e-9171-4f24-a299-bbfb9b4c9677
half-true,says david perdue built business career outsourcing american jobs,LIAR,fa11a945-10ab-42de-a3f8-102a9df070a5
half-true,says donald trump brings hundreds foreign workers replace americans,LIAR,24fcd948-bd2d-4efe-8dcd-a5035a069d5b
false,barack hussein obama force christian schools hire nonchristian teachers,LIAR,0d3c250b-7588-47ab-a881-1ca84ab06a24
true,dad used campaign gasguzzling dinosaurs,LIAR,9daf197f-5e12-42b9-bd03-02214e781a4e
barely-true,40 years 23000 chemicals came market four regulated,LIAR,9c998fbb-b22e-4c4f-a522-40aa1110d991
half-true,president obama raised taxes 19 times,LIAR,e841c07b-1094-4cf9-9e25-b9397678a551
false,close 30 federal prison population consists illegal immigrants,LIAR,68b5c9fa-ff75-4dde-858f-17d52147508f
half-true,says traffic fatalities fallen dramatically even population risen likely stay alive biking walking driving around portland took portland bureau transportation,LIAR,15b4a769-d26e-4f68-b87c-321caa2e0321
false,abortions account 94 percent services provided pregnant women planned parenthood,LIAR,a1e3bb83-a5f7-4c6b-8289-06395a3b2be6
pants-fire,says raising state income tax rate millionaires offset property taxes residents tax increase tax shift,LIAR,7f046c4e-088d-4867-8458-c5c49a40345b
pants-fire,hidden provision health care law taxes sporting goods medical devices,LIAR,068b0e92-7921-4894-97fe-ba31a78502c9
barely-true,prototype cars get 100 150 miles per gallon could cars garages couple years,LIAR,c0191a00-8f3b-460e-bc0e-c8cff36bc4e2
half-true,georgia hardearned lottery dollars doled scions wealthy families,LIAR,ecc7e4e4-0429-4e2b-a198-5c5df8505ab5
mostly-true,says 1100 tuition paid every oregon university student annually goes pay costs pers,LIAR,b6f1acbc-ad6b-490a-9844-538c4cd352b7
false,david perdue never voted republican primary name ballot,LIAR,271dca01-7f4c-496b-9853-b98a58c160f1
Fake,authentic photograph shows foo fighters singer dave grohl wearing maga hat indicating support former us president donald trump,Snopes,3d4e4655-f085-44f7-9306-e098ac7f42b7
mostly-true,state florida seen doubledigit drops alcohol use among teens,LIAR,335ff7a3-686a-40cb-ad94-3a50087e7fa1
mostly-true,says missouri families earning power 5000 less today turn century,LIAR,9ff28046-f39c-49a5-bf70-c4311b0e6273
true,says fran dewines madefromscratch dinner rolls delicious favorite traditional thanksgiving dinner,LIAR,93c202cf-d488-46b1-ba6f-63547c76da78
mostly-true,says brought crime rate 30 percent mayor dallas,LIAR,77d9e757-e625-45a3-be75-da0cfe4ffee4
half-true,us rep bill young accepted 737000 lobbyists recipients earmarks,LIAR,92e906b8-a50a-4cc2-8ced-b93350886fe4
false,average federal employee makes 120000 year average private employee makes 60000 year,LIAR,26f110d7-61cc-42f1-a318-70da42319166
barely-true,employers schools right conduct surveillance dorm room workers cubicle,LIAR,71d57a6c-0ece-4fcc-bc1c-66baa1e035f8
false,strong bipartisan majority house representatives voted defund obamacare,LIAR,69c4418b-1b09-46cd-8b1d-579b2aa77311
true,even attorney general strong democrat said need causation workers comp system thats 1 thing pushing manufacturing jobs illinois,LIAR,7d94341f-9af9-475d-9733-71462742b097
true,says hes first aggie governor texas,LIAR,287f0099-d148-40ff-91bd-0329810d9b38
false,know hillary occasion said last year said nafta boon economy,LIAR,ebbaa36e-9171-45a8-97e0-ad8dc00faa20
false,one republican guts recognize climate change real,LIAR,4c9982ea-8534-4170-871a-0296983b21da
mostly-true,student occidental college los angeles 1979 1981 days folks couldnt go outside pollution air,LIAR,b5739d91-8103-4485-b7f2-be85c4911b08
half-true,says opposing paycheck fairness act part koch brothers agenda,LIAR,ae80fc7c-4134-4e5d-b12b-04e321f73e84
false,past year 16 counties hemorrhaged 6000 jobs apparent end sight,LIAR,d094186d-7bd6-416c-81ea-3d8dd82de97c
false,support bridge nowhere,LIAR,64528fde-5438-494f-a960-7a610592d53a
false,differed party business legislation consumer protection free trade agreements,LIAR,9f264e81-9b78-42b3-991d-943d6c9c90a8
mostly-true,david dewhurst currently owes 1 million vendors services provided 2012 us senate campaign,LIAR,389eb86e-0b92-440e-993e-c7db77762351
mostly-true,common core put together department education washington put together governors states,LIAR,049e1737-47cf-47d8-98a4-6652c6657585
barely-true,says romney invested firm made goods china could made america,LIAR,bab11b20-6dfe-4e05-a1c5-9a538c2f030a
false,milwaukee lost headquarters millercoors area lacks good transit,LIAR,f3b05bb8-9c51-45c0-a262-2fe4a67f280c
true,majority drunk driving deaths injuries caused drunk driving offenders prior convictions,LIAR,9f481e6e-30fb-41b4-ab53-d585f5002e2b
barely-true,senate bill 5 makes harder nurses give patients quality care need,LIAR,91720f20-4258-4c32-abe0-a50d83aa5619
barely-true,trump refuses denounce kkk,LIAR,db6b6801-186f-4166-99f6-f64558be52ad
false,whether barack obama born united states,LIAR,12c183b3-e169-4929-84ba-23c82241e566
barely-true,isis predominantislamist group benghazi,LIAR,e079aadc-272c-46cc-9fbf-40056e851bcf
barely-true,southern baptist convention voted 13 years ago women inferior subservient husbands,LIAR,802014d7-33e2-4caf-9943-9799641be76d
mostly-true,median income providence median income mississippi,LIAR,09de8ec2-4be9-461a-af3d-3a476d3ce163
mostly-true,first time party picked multiple seats regular election since mid 1980s making largest majority party 25 years,LIAR,f1816fc6-15b1-4115-9d09-f8787b067445
mostly-true,son resign job federal regulations washington put us,LIAR,26709095-59be-4d3f-94e8-5b490d8794ec
barely-true,says state sens greg evers nancy detert charles dean got failing grade conservatives,LIAR,2f4623a3-0e56-4bdf-8bb3-1a3e13c48c6e
mostly-true,countries debt ceiling,LIAR,e385532a-4254-4cb6-a732-7aebaf841243
barely-true,folks washington already forcing buy government health care,LIAR,5e933349-20a1-4e59-9f72-8a1f323526e2
half-true,housing prices dropped 30 months prior barack obama taking office stabilized theyve flat since president came,LIAR,8b28518a-7506-4377-a1d4-0a63003044c3
false,talked guns told position governor fact received endorsement nra,LIAR,25bfd775-1350-4a83-842f-9ecc30afcba8
mostly-true,says texas board nursing backlog 3000 complaints nurses many sexual assaults malfeasance,LIAR,0cb29a87-158b-4da7-be96-1bb9a3d61433
mostly-true,saysthere actually people poverty started war poverty,LIAR,05e51727-fc31-4562-a9f4-79408d49fa01
false,teachers involved developing common core state standards,LIAR,23df7ecb-6051-41ef-96a4-4c0009ec1594
true,says wisconsin law remove name ballot reelection congress,LIAR,b276aac6-dc89-4e95-a87c-51726571b150
half-true,says proposed education spending highest state funding level florida history,LIAR,1c0a8bca-d7a1-4468-97c3-913904e10d07
barely-true,virginia law nonfederally licensed gun dealer get background check even want one,LIAR,525ae623-d98f-4ad0-bb2b-c1bc264e7abe
barely-true,us rep jack kingston voted fund obamacare,LIAR,9c8e3537-574a-49f7-b4a1-d49b5251dd9c
pants-fire,100 percent crime committed estimate 15 percent population,LIAR,dd7a1c56-23af-4a3b-ad76-bb8227fd1800
false,says donald trump promised take care everybody governmentrun healthcare governments going pay,LIAR,880c4d3c-30a0-4013-b9f4-3c9e7c4603ea
pants-fire,says wisconsin gov scott walker denying democrats right vote,LIAR,e8f1a5f9-1462-4fa7-98a1-ea3f10064d03
half-true,economic turnaround started end term,LIAR,4673f7cb-b44b-4d26-8264-a453a7cb4c29
true,finance experts estimate paying cash 25 billion projects funded sales tax saved gwinnett county 1 billion interest payments,LIAR,5b46897e-30ef-4a1e-b062-08c5f9267d98
pants-fire,says obama administration plans ban weapons us citizens international treaties,LIAR,b3a627e7-f843-4fc9-b6c6-8b53d228f7b8
true,democratic presidents considerably effective creating privatesector jobs,LIAR,a2eeef98-0cab-47aa-ae0a-367ab16bbdc8
barely-true,pentagon says could eliminate 20 percent us bases,LIAR,223f9a6a-69dd-4d6d-86cd-c00158975789
half-true,every single strawberry served members congress passed rough hands undocumented immigrant,LIAR,5b1fe0f3-c59e-42d0-899d-c78ac2d772dd
half-true,policy bush administration also add new nuclear capabilities,LIAR,a2fe3e0c-a32b-4375-b540-49c2826789c8
mostly-true,first time ever voted democrat florida 2008 voted four times life hes asking floridians come vote,LIAR,aa9b04f5-c622-4205-86dc-9d7ccb6d170a
true,taxpayers pay roughly 45 percent births wisconsin 60 percent births milwaukee,LIAR,7ee3b61b-5bea-48b4-a2ff-4df7b82684bc
pants-fire,says marco rubio believes earth 9000 years old humans hunted dinosaurs extinction says rand paul believes earth 10000 years old god removed dinosaurs make space humans,LIAR,f08fa0ac-be98-411e-b90e-e80568655046
mostly-true,texas outstripped national poverty rate since least 1959,LIAR,1d6e9b1f-b294-476a-a34b-10e5aa90e4c5
false,preventive care saves money,LIAR,13e73464-9654-4ada-9971-bd9d9f926d03
half-true,twenty million americans work,LIAR,9bc5ec43-a86d-4442-a32d-721013d891d4
pants-fire,number illegal immigrants could 3 million could 30 million,LIAR,7821f5f8-5481-445b-b737-3cf22611d6c3
barely-true,due sequester people going unsafe homes going burn,LIAR,d0748c8a-ddae-4583-a034-17bdfdd253af
barely-true,unions create eighthour work day 40hour work week henry ford,LIAR,ca173899-e470-45e9-a43f-e18c2489431f
false,says houstons 18th congressional district gentrified home anglos african americans,LIAR,f2b4563e-de5c-4db2-93e8-26e6cb898697
half-true,atlanta tea party cofounder debbie dooley wants gas taxes raised,LIAR,dcbed7ce-3440-4cff-a5a4-760e4f44107f
half-true,john mccains chief economic adviser 08 race estimated trumps promises would cause america lose 35 million jobs,LIAR,9e4f75b0-5c99-4fdb-9636-b00ddb2d2709
half-true,stimulus includes 219000 study sex lives female college freshmen,LIAR,a6824006-92d7-4094-b5f7-b1e378306c46
mostly-true,005 standard drunken driving means glass wine dinner could make person drunk,LIAR,bfd40b1f-c4b2-4fe6-89cf-9c988f345926
false,three presidents last century harding kennedy reagan cut taxes recessions produced rapid dramatic economic recoveries two herbert hoover barack obama opposite,LIAR,df313ed9-6bd8-4efd-be95-94731022afc8
half-true,united states major country earth doesnt guarantee health care people right privilege,LIAR,ff6fe395-d000-448c-aca8-9db06647355f
mostly-true,federal controlled substance act marijuana listed schedule heroin even though marijuana killer drug like heroin,LIAR,97d2b083-6e3e-4e46-bf90-4815c6e9a091
false,dont lobbyists running campaign,LIAR,23927ab2-57c4-40c6-b494-d035647f4d5e
mostly-true,poll found 20 young adults use smartphones sex,LIAR,68f1b473-d53c-4e2d-8c69-c49957302bbe
Labeled,tech mogul elon musk suing whoopi goldberg abc show view millions claiming lying,Snopes,7dde0ce4-681e-416e-8b6a-57e109cc38a4
true,says thatrepublican darryl glennhas described democrats evil said hes tired hearing republicans reaching across aisle,LIAR,11982793-cf55-4d98-8fd3-972e035f8874
false,georgia lottery corp past 16 years paid agreed upon 35 percent proceeds account funds hope scholarship,LIAR,a8667d7c-8ca4-4307-8558-f00fe248115b
true,says us fleet attack submarines scheduled fall 48 boats navy says needs carry current missions,LIAR,ff930411-470b-4957-8fca-ed9d143a43d6
false,iowa policy provides state round iowa citizens might exposed swine flu virus,LIAR,0a4b24b3-2783-4ceb-9c78-7f31689e38f7
false,says mitt romney changed position supporting tarp program,LIAR,f1ed1cfb-3c97-4387-a086-37e94c597e17
barely-true,washington debates cracking big wall street banks ive passed legislation,LIAR,a8dca0d1-bd4f-4058-9e15-1d8f202467ec
pants-fire,hartsfieldjacksons new international terminal opening within budget,LIAR,077a537e-d038-4c68-8449-134b5debefca
mostly-true,weve seen remarkable reduction number americans executed nearly twothirds past generation,LIAR,6fc15c2f-b7a6-4547-b190-acf868954c3c
mostly-true,vagina apparently saying word michigan state house representatives get twoday ban speaking floor,LIAR,c113ace7-1e1e-4cc0-a565-d199425a765d
mostly-true,80 percent trade deficit today countries trade agreement partners level playing fields united states,LIAR,1cfd0cdf-71cf-4776-9dd8-0cf32c1542f2
mostly-true,governor cut funding repeatedly people aids need drugs save life,LIAR,53ed2e83-1208-42b0-b0c7-4840fbd2f112
pants-fire,says politifact says amendment 4 force counties cities across florida raise taxes fees,LIAR,fc22f04b-e443-4162-acfc-41063890aee9
half-true,60000 fewer jobs today state 2008,LIAR,344d033b-b47a-40c3-a449-98bc4a9c7f91
half-true,greg abbott defended 5 billion public school funding cuts fighting hundreds school districts court,LIAR,e408d04c-ee79-499b-bb00-83e96f00aa6f
mostly-true,lenders foreclose homes typically suffer losses exceed 30 percent value home,LIAR,508b5a2c-bf32-43a1-b796-2d296f7c4b42
half-true,one colorado hospital 50 percent newborns tested marijuana system,LIAR,ad7a9ea6-dd30-49a5-a7b5-5bcf99c2613f
mostly-true,every taxpayer owes 130000 pay national debt,LIAR,81a68a87-7d8f-4bb2-b5b2-4a3d6acb9fa4
false,taxpayerfunded benefits illegals california skyrocketing cost obamacare,LIAR,bce7111f-b8e0-49a6-bcea-6db6b5f7d9f0
false,ohioans want end paytoplay politics,LIAR,9af6d1e0-8e9e-4341-b87d-ed9f108768a5
half-true,says rick scott letting duke energy keep collecting billions despite troubled power plants,LIAR,cdd59f8f-8699-402c-b416-c5f18154ff10
pants-fire,rebuilding three high schools benefit 40 percent portland public school students,LIAR,5cce900a-8c2f-48ad-82cd-3061bf1eb31b
pants-fire,transcript released occidental college proves barack obama indonesian citizen,LIAR,18453fc3-d752-4364-b5b2-aa5eb57ca39a
half-true,georgia women earn 82 cents every dollar earned men,LIAR,fe574ca8-8d71-4445-b7fe-9c23cc08d8b9
barely-true,roy blunt voted raise pay 12 times congress,LIAR,0325c09a-cd8c-4686-9fb2-2d8f4c8bf358
false,says russ feingold voted give social security benefits illegal immigrants,LIAR,e1728253-e389-419a-88c3-bd7558b1a78b
true,proposed raises norcross city council would put line likedsized communities,LIAR,515484b5-09d9-4a05-90d7-e77f7540f9ba
false,says attorney general candidate jon richards went far say would enforce laws personally agreed,LIAR,65d01bdb-ee76-43eb-8dc0-fd05b8c0e3cc
mostly-true,sunday liquor sales could generate 34 million 48 million year additional sales tax revenue georgia,LIAR,821cd7f8-2a7b-4a02-b4e7-a36a3112458a
half-true,one 50 states already form balanced budget amendment state constitutions,LIAR,4fab3da5-aeb1-44bc-ae56-b9630c37c858
half-true,georgia department education implemented new policy beginning august states public schools longer accept credits home school entities nontraditional education centers,LIAR,c88c2ee0-a114-46e1-943e-b97b19a6e9ff
mostly-true,weve gained private sector jobs 12 months row,LIAR,3496b0f8-79af-43e9-8951-73cf9906d441
false,steve southerland pay taxes 05 06 07 08 09,LIAR,1f0bdea5-353d-4d86-a945-2c610f1528dc
mostly-true,seminole gambling compact offers 3 billion guaranteed revenue largest share state history,LIAR,b0f1bda1-71f1-41d9-999d-f800f2fbf579
mostly-true,says president obama said 2008 proposed greenhouse gas regulations bankrupt anyone wants build new coalfired power plant,LIAR,91e10975-0d93-4289-a96c-be70914a002c
mostly-true,oil companies able sell oil costs produce today one year ago,LIAR,6f97bbce-28b5-436a-bcc8-a6ac76efefb0
true,count united states airstrikes isis 75 percent combat missions return base without fired weapon,LIAR,e19611d5-5e48-4c75-ad80-55c89a26fcd5
true,claim plan set panels bureaucrats power kill senior citizens lie plain simple,LIAR,67b0cf21-3fae-4b44-b9ea-4d11b570dbbd
barely-true,110 people day move austin,LIAR,629dcbf9-d994-4bb2-b8d2-0a61f4ab03da
half-true,federal deficit would pay 40 gallons new hampshire maple syrup everyone united states,LIAR,d0df0900-411a-46d5-bc7b-84ecbc7d3081
half-true,hes good man hes prolife liberal hes right prolife part hes liberal,LIAR,fced1dba-4216-406e-b5cc-a3fc2a5ad623
true,spanish first european language spoken country,LIAR,19ecca48-95cd-4d34-830a-c33a5feb11dc
