label,statement,source,uuid
mostly-true,says holds record appearances meet press,LIAR,a893cd34-9ab5-46f5-89e0-59e2079a48de
barely-true,greg abbott texas fouryearolds would forced undergo standardized tests,LIAR,d78685ea-dc9c-445f-b6e2-f759923dd4e7
false,says governor wisconsin cut unemployment 21 percent states unemployment rate lowest country 40 consecutive months,LIAR,3a5ab13f-a66f-40b0-8394-391b30174392
half-true,every dropout costs us 72000 life person,LIAR,fff9fa46-b9de-4ac3-8c9a-830078ef97f4
false,brazil got oil last 30 years,LIAR,4d63e9a0-1709-4c11-87e5-8fa635cc9b3a
true,says proposed payroll tax cut mean extra 1500 pocket compared nothing,LIAR,b70ec0c3-a601-453b-8618-340e754a8469
mostly-true,really highest corporate tax rate world,LIAR,62a5bbd3-698c-491e-b226-1a222fcb9a24
barely-true,last time saw chevrolet japan doesnt exist folks,LIAR,0c6e89c0-2156-4519-8e5f-fb36bb1c1544
true,look benefits wages recorded federal employees far outstrip market rates private sector,LIAR,ed09a667-06af-4ba5-9e94-5f32e5c457ab
barely-true,obama voted critical resources individual body armor helicopters ammunition aircraft,LIAR,25241803-cc8e-41e8-b986-1854cad83e43
false,dennis richardson wants make drastic cuts services depend schools home care seniors even public safety richardson keep 440 million unspent funds political priorities,LIAR,65c9066a-6484-48c5-9467-e32d1cf6cbf7
mostly-true,gender gap support unique theres huge gap republicans presidential gubernatorial us senate elections recent years,LIAR,d529670f-ebd7-4bd1-88fd-7e4dc65f6cb0
false,among earliest criticize rush war iraq yes even war ever started,LIAR,04ee7ff9-4b87-4d90-bf4a-257d5dfc9563
half-true,since 2010 america put people back work europe japan advanced economies combined,LIAR,444d24c2-7075-4907-801e-22ac29bcd878
mostly-true,look states soccer popular theyre overwhelmingly blue states states soccer least popular red states,LIAR,c51ddb5f-da92-482e-9f4b-b54156ce6083
true,past twenty years number homicides committed firearm united states decreased nearly 40 percent number crimes involving use firearm also plummeted declining nearly 70 percent,LIAR,ec66949a-96c1-443c-8506-d2c90fb11115
half-true,hes leading example refusing contributions pacs washington lobbyists,LIAR,fefdedd4-b2cc-46c9-8482-065f7d983f2d
mostly-true,florida teachers already paid 5000 national average,LIAR,cb1626cd-c42e-4c4f-906f-fa6a6243d2e8
false,says 2 percent gunsales virginia subject background checks,LIAR,072393f8-ed36-4efc-9baf-db416996af8e
false,says ron johnson voted five times tax breaks help companies ship wisconsin jobs overseas,LIAR,83736dff-572c-4d65-8fc0-f35d8612622d
pants-fire,says gov john kasich implied portion workers compensation rebates employers directed back form campaign cash,LIAR,fa95ed80-8186-45b1-bbc6-d11f77b5d25e
true,give proposed economic stimulus plan perspective started day jesus christ born spent 1 million every day since still wouldnt spent 1 trillion,LIAR,5b6b92b4-0cfa-4d15-8f30-0cccaf368ddc
false,using strategic petroleum reserve,LIAR,49ec0045-00b7-41a8-af91-07a7f4315cab
barely-true,says donald trump bans disabled veterans high rise,LIAR,d2a2ba43-f7bf-464b-a42a-320eb0a74684
half-true,point reaching 2 million deportations historic level president united states,LIAR,d5888a45-9c72-42fd-ac03-ca25de9f9c3c
pants-fire,fundamental changes made language describing wisconsin idea university wisconsin systems mission statement result drafting error,LIAR,ba377558-000b-4088-befd-959eb612c526
true,happens people like warren buffett says himselfpay 15 percent millions dollars earn wealth income secretary paying higher rate work income right,LIAR,308fba38-33ce-4c5b-a143-52cbff0df963
half-true,agallup report recently said nearly 50 percent small business owners arent hiring call regulatory uncertainty,LIAR,24c056de-2d4d-411d-ba57-d80fe13bfa6e
pants-fire,texas house speaker joe straus said care wallace hall swings tree,LIAR,4d41643f-4323-40e5-bb22-878d9a6ef284
mostly-true,lot ideas terms health insurance exchange able pool improve purchasing power individuals insurance market originated heritage foundation,LIAR,afae2fc5-2335-408e-9f46-ab84b1d7fb55
pants-fire,documents released soviet union show soviet union started treating president ronald reagan seriously reagan fired air traffic controllers,LIAR,aa177802-0a77-4389-b3a9-2cb1fea4c9d8
true,spending 1 trillion year foreign policy,LIAR,585c3428-13fb-464f-81f3-d17992bf940c
true,thirty us cities triple baseball teams virtually everyone playing government owned ballparks,LIAR,46329590-84d6-4896-a88b-2135d822a5dc
half-true,newspapers say florida made bad investments lost hundreds millions dollars billions pension funds lost charge floridas investments alex sink,LIAR,637a8f19-00cf-4262-a1fd-f10c5d200964
mostly-true,hundred percent jobs lost recession reclaimed texas nation 36 percent,LIAR,091bdb48-4379-4e49-830e-900ac601c18e
mostly-true,says overwhelming majorities americans support gun legislation like background checks,LIAR,85fe2b4e-4995-4555-8143-e9650fd0fb3a
mostly-true,debt 140000 per household,LIAR,3de64c70-421a-45ed-b68d-2aba79849126
false,says charlie crist supports cuts medicare advantage program,LIAR,0f5dd14d-c3b6-4a3f-9b56-809a455a2e58
Correct,former us president donald trump said sept 11 2024 phone interview fox friends taylor swift would probably pay price endorsing vice president kamala harris 2024 presidential election,Snopes,08e83649-2502-47ab-a17b-0936a3faddae
false,log governments cash clunkers web site carsgov home computer government seize personal private information track computer activity,LIAR,0ca3c304-3079-499d-9b6e-c0fdb316cdd0
barely-true,weve got personal tax system thats complicated costs americans 500 billion year comply current tax code,LIAR,834c71dd-dbc4-4ac0-8ce8-224832c75bc5
barely-true,says families pay 40 percent income taxes,LIAR,d7834f0e-28a3-4454-85de-aaef7a9acd79
barely-true,governor mitt romney raised nursing home fees eight times,LIAR,fb6ab7ee-3a48-4b93-a91f-4d254f90f879
true,providence one busiest fire departments relative size country,LIAR,e5c0fade-b877-47ab-85e3-46fa616d33ef
false,islamic state built hotel syria,LIAR,bb7004df-e929-4c56-b991-67e1d33878e2
half-true,barack obama economy thats worsened since hes president united states,LIAR,bd7f781a-cbc2-4b88-a19c-42c94cbf2bee
true,making largest investment education nations history,LIAR,3fb637b0-c66a-4e40-9fe1-3492f17f70cf
barely-true,mark warners record one acting keystone xl pipeline,LIAR,e689b4e7-5637-4aa7-a3fa-6b1f6d4be97e
pants-fire,says barack obama muslim,LIAR,feb09dcc-e38b-4bd0-8bf6-a7a63918d253
mostly-true,rubio admitted would accepted stimulus money,LIAR,69350a4b-5034-4a7f-a607-209fcd0a4de4
half-true,president 1540 nominations confirmed four defeated,LIAR,a5f8123e-a1e5-4645-afce-5e85aaf4c631
false,homosexual behavior cuts lifeby 20 years,LIAR,0973c450-2d72-4bf4-abd5-ca6dd3f7fb1f
half-true,says opposed 716 billion cut medicare,LIAR,9c829e78-889b-40e4-bbce-ea661f6ca248
barely-true,presidents come rules say new coalfired power plants,LIAR,657f8e4b-e98b-40a9-9907-2a42e2075bb8
true,lot casinos across country gone bankrupt,LIAR,0c6152c0-eb4a-41e2-9bd5-9cc2d7274ec5
half-true,states always defined marriage,LIAR,bb8d2610-636b-4484-a926-1d529acc4c19
false,tax cut deal giving 700 billion millionaires billionaires,LIAR,3b6e45a8-e3af-4ec4-b2e5-fd903c6d1854
barely-true,congress criminals scientologists groups exempt obamacare,LIAR,bf673cae-2d93-402f-8efb-292703b55f84
barely-true,sources show connie mack resident california living wife palm springs,LIAR,1330cfd3-7297-4db6-9b73-32aa69b624fc
half-true,guns murdered americans home recent years died battlefields iraq afghanistan,LIAR,762cd2b1-2af0-49f1-b287-4cee648cd8b9
true,torture,LIAR,8bf79811-a2c9-4469-b6bb-0c3c31483f16
true,right texas wind power already cheaper dirty fossil fuels,LIAR,763fca07-20b0-4c70-b16a-54e02f1a9828
pants-fire,bill also provides full federal funding abortions,LIAR,d111b4b4-b4e9-478e-b8fb-cbaf303ff14c
true,past 10 years number people living lower manhattan nearly doubled fact lower manhattan added people last 10 years atlanta dallas philadelphia combined,LIAR,9b1e72c2-732f-45b8-a0dd-4f87f7b4645d
barely-true,president obama unnecessarily delaying flight faa could cut spending,LIAR,a4b124c0-2bce-41dd-aabe-5859f1a53d63
mostly-true,democrats already agreed deal republicans wanted eric cantor said would win,LIAR,e87a2f5d-8332-4ddf-a83a-31a510f57def
mostly-true,wholly domestic communication wife go new york london back get caught nsa database,LIAR,4dd1192c-91fe-42b1-a0c8-d59504d0600f
half-true,says donald trump democrat longer last decade republican,LIAR,406f6690-65d2-4739-86ea-3be5265d0b80
mostly-true,says rick perry told students couldnt attend gubernatorial forum due scheduling conflicts forum day tweeted hed running dog,LIAR,1fbe0383-80b9-4787-a856-f52b90b8ccca
half-true,permission engage given word rpg ever used,LIAR,2265c5ef-2629-4f7b-9aec-1462fa0448a7
half-true,us house member voted overhaul social security 1983 reelected,LIAR,1a1b1ab9-0b87-4b53-a93f-1fc41394ac9c
barely-true,grocery prices risen significantly past year,LIAR,cde5d113-ff05-4bbf-a337-d3145368f4c8
mostly-true,cut percentage government state country past decade michigan terms economic growth cutting result economic growth,LIAR,3d5a5557-c7d1-46bf-b2fd-5bb5d318ae0e
true,says mitt romney wants end tax credits wind producers,LIAR,b6c572c9-1b7b-45e2-ad32-9dc74a6d83ae
Legend,humans inspired consume coffee goatherd noticed goats dancing eating coffee berries centuries ago,Snopes,8698fc0f-10cc-4991-bc50-ca123c626eac
half-true,cass sunstein president obamas nominee regulatory czar wants give legal standing animals sue eating meat,LIAR,4eb4f78c-902f-40cb-97b4-b1cb7f2b559c
false,says nearly 30000 federal employees oregon furloughed government shutdown,LIAR,353a5f52-8e55-4252-a1e0-ab141b479ad9
half-true,many colleagues turned 2500 pay raise jeff plale pocketed extra money,LIAR,5410c55d-f8a8-40b7-9cb3-ab56afdf10c9
half-true,says rick santorum funded planned parenthood,LIAR,27d7e76f-f996-4df4-88ce-a310e959a33b
false,oil rigs operation united states rest world combined,LIAR,d74242f4-7f61-4876-a6fd-ae9ca10ad3f6
half-true,1960 year born time became governor 2003 average twoyear increase minnesota state spending 21 percent brought dramatically 17 percent per year,LIAR,d7a7ba7c-63dd-4000-99d2-2b69dae98af1
false,look every month many new jerseyans back work another 9900 last month back work almost 90000 back work since became governor,LIAR,7dc2723f-a221-4913-9bb4-f24b64b48bb3
half-true,says adjusted inflation population growth state general revenue spending decreased 107 percent watch,LIAR,6c0df0c2-b2a5-436d-95e6-865498457e30
half-true,new beverage tax increase cost sodas juice drinks sports drinks iced teas flavored water 50,LIAR,04c0d187-f772-4990-8759-3a1f5be98f20
mostly-true,saysjeb bush significantly cut early voting prior 2008 presidential election,LIAR,4fbad2f6-431d-4f80-aac0-80558320e2d1
mostly-true,florida second nation uninsured,LIAR,aa670c1d-69db-4d3f-80c0-a3a1b074c71a
true,hillary clinton health care plan covers every american,LIAR,10888d7c-4674-41bd-a696-742d7b9475c0
barely-true,theres local option allow communities ban limit restrict location pot shops amendment 2 passes expect seedy elements pot industry move right next door neighborhood church business even childs school,LIAR,cbd596a2-fc04-4caa-9c28-c246fc3decc2
pants-fire,truth revealed report showed unlawful unethical activity part,LIAR,f885f275-1607-410c-a7b8-c057043b8dc6
half-true,usa 1 gun violence,LIAR,bb4c599e-a50b-4ee5-ace2-819e99a3bfd1
false,beyonce jay z like like get bigger crowds true get far bigger crowds,LIAR,e0e63f85-666e-4375-bb8d-463173d2204d
half-true,savings achieved helped fund cameras border result 21500 arrests made 46 tons narcotics confiscated,LIAR,0897d4b1-fc06-40f8-8fc1-d4d17f3597ea
half-true,paula jones case bill clinton paid 850000 penalty,LIAR,ee8ad397-019f-416c-b5a2-863f3b8f3857
true,budget consumer financial protection bureau 1 percent amount banks generate late fees overdraft fees,LIAR,1a7f419d-ecbc-4974-b345-09464da0edf6
true,georgia secondfastest growing state international tourists,LIAR,8426c05b-8a6f-4621-96cf-426e14e9bcf4
pants-fire,says plan raise car registration 56 would still leave virginia fee thats equal lower states,LIAR,7afc73c7-354e-4d72-807d-e1b105b44f87
true,former federal prosecutor prosecuted 4000 cases,LIAR,60a1adef-d4f8-4898-bd24-9157fbd9addc
true,says transportation plan would make virginia first state nation eliminate state tax gasoline,LIAR,a7af3181-9be0-4ea4-bf7f-a06dd337d719
true,secretary state high approval rating,LIAR,6c586051-4cd0-451d-992d-a803da8001d5
mostly-true,economy louisiana grown 50 percent faster national gdp even since national recession,LIAR,6953b949-08b6-4cec-88d1-6c2c652bd91c
half-true,democrats made steady progress creating jobs improving schools,LIAR,100e0614-825c-46d3-b898-285f0e5ac08d
true,galveston texas allowed people privatize part social security people building wealth,LIAR,496321ce-a96b-46c7-ad0f-d18db58e2efd
true,us constitution oldest written constitution still use today among nations,LIAR,3431d5aa-0acf-4c31-abfc-84e3dba29331
barely-true,says texas us rep pete sessions said gops goal go back exact policies place president took office policies crashed economy,LIAR,b3570dd5-1fa1-403f-8dae-f12a818d8e4b
false,one troubling aspects rubioschumer gang eight bill gave president obama blanket authority admit refugees including syrian refugees without mandating background checks whatsoever,LIAR,fdd29e49-52b2-4ea1-8755-7f96fb0a9c26
barely-true,sen robert bennett rutah cast votes tarp stimulus individual mandate health care,LIAR,7dc4f515-d72f-40a2-806f-9ecced55a7a4
barely-true,know president obama family health care premiums increased 4154 average,LIAR,8822375b-4e12-4e69-aa93-02e9a837785e
true,says georgia ranks near bottom per capita transportation spending,LIAR,03155525-4930-47a1-918e-a2899a139665
mostly-true,says president barack obama said doesnt turn economy around three years office hell oneterm president,LIAR,9b19e576-f81a-48e1-a847-0fde576d91c9
barely-true,1990 2013 maternal mortality rate women us increased 136,LIAR,e8c866ac-6904-4c5c-a5e5-1e06cdfbb68f
pants-fire,rhode island didnt ratify 13th amendment constitution pay federal income taxes rhode island doesnt even pay federal income taxes,LIAR,c174d312-9a19-4162-a65a-eba4778d4efe
false,says rick perrys pay play politics led send 899 million offshore call center bermuda driving enrollment childrens health insurance,LIAR,8625a5ef-c88a-4460-a54e-c6c72b91e85d
mostly-true,old city philadelphiaused dozen clubs thats known two,LIAR,4f81b651-2431-4a4c-957f-03cfad4e3bc8
mostly-true,says north carolina home largest military installations world,LIAR,fd3d21d7-724d-476e-b646-a342a678e6c2
half-true,says since took office largescale attacks united states,LIAR,1982e4a1-03df-4a75-b402-0290e110cb71
false,says political prisoners cuba,LIAR,9f216a5c-b866-4f90-af83-4740ebd0ff75
half-true,law passed americans told could keep current health care plans became law administration issued regulations stating nearly half americans would lose current plan,LIAR,c0f4ccd3-d594-4d79-b1f4-e9894966817c
true,says dan patrick proposed arizonastyle showmeyourpapers legislation,LIAR,0eed0d86-74ea-43e6-979e-856e745806de
true,new glarus brewing cos spotted cow available wisconsin,LIAR,17f58144-9041-4602-9701-0ab3ae44ab5c
mostly-true,proposed keystone xl oil pipeline bipartisan proposal,LIAR,689507cd-4464-446e-8729-e135abb950b9
barely-true,says gov scott walker signed abortion sex education discrimination bills secret,LIAR,712af1b5-ed5d-4c18-9e61-3f39f36db4e0
true,confederate battle flag south carolina statehouse must fly height 30 feet changes taken even halfstaff done must passed supermajority general assembly,LIAR,7247be13-f2dd-41d2-b134-1eec74c39bbd
half-true,support ethanol mandates,LIAR,1ff89b73-b6e6-4fea-8cd4-97245dba9a39
barely-true,tom ganley supports 23 percent national sales tax would raise taxes middle class giving huge tax break millionaires like,LIAR,dffec01d-658a-40c5-bdd1-c4da601f6f0f
barely-true,mark sharpe lowered property taxes 17 percent,LIAR,2c0b4bcf-73d1-4c84-bb22-00bc4cab4f25
half-true,legal prescription drugs statistically kill 100000 people year documented deaths due marijuana,LIAR,b259b226-3027-4198-8c51-33ebc8549a7c
true,mccain opposes womans right choose,LIAR,a8c6f27e-6f92-49b9-b9fc-de055c646fd5
half-true,homicides last year increased 17 percent americas 50 largest cities thats largest increase 25 years,LIAR,065dfc5c-672b-494d-ab8f-358b6cefe172
mostly-true,supporters arent special interest groups madison milwaukee,LIAR,aabbd47b-9ff6-432f-bb7c-8c5e90b063b4
pants-fire,says john cornyn dodged draft vietnam war,LIAR,907b2f22-06d2-488e-9f06-450156b2bbee
false,leader isis imprisoned american troops ordered released iraq obama administration 2009,LIAR,63584c97-3a5a-45ed-8b57-30217fe8bb59
pants-fire,stimulus bill didnt create one new job,LIAR,af6be96b-5671-4e3e-bbb8-66d77925b610
true,federal employees collective bargaining benefits pay,LIAR,3146f0bc-d986-4a91-bf7d-4a83265b4e4b
barely-true,says federal government hosted conference ordered 250 muffins 16 bucks piece,LIAR,35c7b0af-daa5-4798-92a8-0e9a5fb5ec02
mostly-true,foreign policy joe biden aid vietnam said fall shah step forward human rights iran opposed reagans defense buildup voted first gulf war,LIAR,f716878d-eb9b-4484-a5ce-0705d4ff0596
barely-true,gasoline would rise price approximately 50 cents gallon mccainlieberman bill became law,LIAR,9c39fb4b-b9e8-4f60-a5cd-1c8c17b25270
false,texas constitution still contains jim crow provisions poll tax restrictions women right vote,LIAR,9d28051e-d80c-488e-90b4-d8572183e017
mostly-true,says charlie crist prolife progun vehemently antitax,LIAR,6d0b9f22-46f7-425c-aeb6-9a759eb2fdbb
barely-true,says obama administration invited russia syria,LIAR,cfd26d7b-a3e7-42d5-a6ef-7075ffab0093
barely-true,proposal cut income property taxes scott walker increasing state deficit time borrowing already record levels,LIAR,69e3d920-2709-4678-bc50-8c9da534c550
barely-true,says federal health care overhaul cost texas state government upwards 30 billion next 10 years,LIAR,ff37e4fd-7c9a-4643-9f98-988d0f626b0e
false,says obama health reform law denies millions access affordable insurance,LIAR,764c9736-f192-4c3c-8f37-c5b87c10beeb
pants-fire,democrats poised cause largest tax increase us history,LIAR,92bc7fdd-b5a6-453c-a4ad-ff6fc95ea877
half-true,barack obamas plan government would spend 1trillion,LIAR,d11300aa-9b8d-40d6-be88-16d741dc5236
pants-fire,says accidental villain batman movie named bane,LIAR,1b71d8e8-0369-40b5-a125-00bda2218de0
false,says president barack obama raised taxes,LIAR,feffb5ea-c46c-4d55-97d2-e23aa17b0503
true,hole earth thats going dug proposed gogebic mine bigger entire district,LIAR,02eab0a7-7b65-49f8-a089-932b7b2ff7e7
mostly-true,90 percent pain medications prescribed united states,LIAR,afca51d0-3ffa-4d85-a349-ec0b3882bdea
true,says budget savings reducing pay benefits federal employees total 103 billion 10 years 50000 per worker,LIAR,5e9d1cfc-9e39-4fad-af0f-585cb7fdb818
mostly-true,carly fiorina shes banning assault weapons,LIAR,c2d880e1-dbcc-47fa-b824-2dfa5ec013c3
half-true,toll roads,LIAR,16712007-2c8e-42ca-ab3a-926898b161f8
true,says donald trumps tax plan gives wealthy corporations bush tax cuts least factor two,LIAR,337e9528-3fe8-468b-bd82-cd864389fdd6
barely-true,three years getting 100 million mark zuckerberg less twothirds students cory bookers newark graduate,LIAR,100de9bd-592c-4f1d-aaff-78388ce8c123
pants-fire,says campaign contributions rival state house seat money intended schoolchildren,LIAR,a04925ec-4fde-4f1a-a204-f6f776464686
barely-true,says washingtons reach extends even telling us kind light bulb use,LIAR,c62d7540-91ed-4861-9b4f-edb197e7d20d
mostly-true,mitt romney proposed cutting taxes raising 18 million working families,LIAR,9f069369-7919-4acf-ad6f-d9b696bd0703
mostly-true,says austin trains full rush hour packed special events,LIAR,844cb1b8-bf4c-40e2-8007-c328dac30e7d
mostly-true,today new mexico sixthfastest growing economy,LIAR,9d9f61e8-417f-45d8-ab4c-5fa4e56f1ab9
false,says thomas jefferson helped craft constitution,LIAR,4911e212-90da-442f-8807-e97311bf6f72
false,federal government reneging medicaid payments wisconsin caused 240 million extra costs 201315 state budget,LIAR,c09dd5c4-088e-482d-ac12-ef6c2e283d8d
true,ms kagan spent entire professional career harvard square hyde park dc beltway,LIAR,3603c39e-7e68-43ac-b49e-3f7690391093
half-true,black people kill black people every six months kkk 86 years,LIAR,92004e95-c777-4456-a059-6a41a9ea437d
half-true,auto rescue president barack obama saved 1 million middleclass jobs across america including 28000 wisconsin,LIAR,ee8abf8d-04ba-41c1-90e7-c33b5d0a4285
true,health care reform affect veterans benefits,LIAR,e2d3237d-8a7b-43b3-9a7c-6a9bac3896d5
half-true,says rick santorum voted let convicted felons vote,LIAR,e30bd30f-b8c1-42c9-acd1-67f5f2643033
half-true,states actually lots teachers teacher unions tend states done best terms academic success country,LIAR,e8e7317a-cf58-4ca8-84ed-d6d42b405051
true,state georgia lost 200000 total jobs 50000 construction jobs since may 2007,LIAR,a681f01c-08bd-431f-a21b-9860fef56932
true,us spending one every six defense department dollars afghanistan,LIAR,f794f1c2-42f8-475d-b0d3-108093e54a53
barely-true,says jeb bush said would take pants moon everybody nobody reports,LIAR,55137b69-ad09-4bff-bf37-4fccb8ed24a0
barely-true,iranian parliament get say yes deal think united states congress exact input process,LIAR,d9a1f044-eca1-4192-85ed-b3a9c82d113a
pants-fire,sen bob menendez voted enact new tax sale homes 38,LIAR,915f8226-b678-406b-b8a8-90769808e112
half-true,says 25 percent oregonians oppose death penalty,LIAR,e54cbbd0-57f7-4d48-bdcc-9f32891bd312
barely-true,deployed texas national guard texasmexico border policy worked apprehensions border declined 74 percent,LIAR,3cfe7539-1598-45a2-a397-d65121ffd6c7
mostly-true,says hillary clinton completely exonerated white house officialinquiryon whitewater,LIAR,cc4fa8b6-0ccd-4698-a7fc-95479a237af0
mostly-true,proposed excise tax cadillac health plans hit making less 200000 hardest,LIAR,ce5d9e82-fbb7-474e-82e5-a1293d0c5b8d
true,us taxpayers forced fund feisal abdul raufs trip middle east,LIAR,ba1b4072-fc06-49fd-bcce-7aa02991bbf0
true,would first republican senator elected new jersey 41 years,LIAR,fe8a9803-b8fb-4d89-a342-be5991b4092e
pants-fire,promotes chart saying barack obama increased debt 16 percent compared george w bush increased 115 percent,LIAR,70f93519-03dd-46b1-aba4-6f4477c2a4d0
false,john mccain accused barack obama letting infants die,LIAR,f378100a-23c7-4069-aa9c-b6492bd4aa53
true,democratic candidate jeff greene ran congress california republican,LIAR,ec8924b9-2563-42e3-8774-112f5c32fbda
barely-true,thats legal find somebody elses salary even youre exactly job retaliated including fired places,LIAR,e4e0a3b4-00d5-4035-8e91-04bcb10f767b
true,says 80 percent health care dollars spent 20 percent population,LIAR,871e8bfe-87a1-4022-99ac-70451ca9b944
half-true,health care bill cuts deficit 1 trillion dollars,LIAR,0d84b160-5a49-4d67-b227-388c062b5251
pants-fire,martha kanter dispatched corvallis 17 million stimulus money save craig robinsons job,LIAR,819d294b-1509-4151-b810-1802383e685a
mostly-true,economy added jobs four years obama entire eight years george w bush,LIAR,dea8d416-a98f-4a22-930a-48622d67ffc6
half-true,ben unger supported 15 percent property tax increase oregon seniors,LIAR,c1bf1143-0c2d-4627-a1a7-acccac9811d5
half-true,201315 state budget backed gov scott walker republican lawmakers left technical colleges funded 1989 levels,LIAR,ccc74d36-8483-4937-b5a8-2d0c707a40c9
half-true,says president barack obama position gay marriage,LIAR,0e58fa97-c8dd-4258-b01a-22438169497c
half-true,illegal state say simply going cut union contract negotiations theres legal requirement involved good faith bargaining,LIAR,6235d1c4-7e44-40b2-8f7a-69b0ff30ec22
half-true,darryl hicks seven ethics violations didnt pay fines,LIAR,777c63ef-c097-461b-9dea-883477a2c37c
false,says recall organizers started website last november began work effort even took office,LIAR,b4befcbd-1c36-405b-8ac4-65b27a2fea85
false,says new jersey devils managing partner jeff vanderbeek took us arbitration,LIAR,36674700-0813-48d9-88d1-e202608c421a
half-true,florida errors exonerations death row,LIAR,c12ae50b-6675-45cd-8a1a-7f87d7d9b929
barely-true,nonpartisan congressional budget office concluded obamacare cost us 800000 jobs,LIAR,5566e858-4ebb-47e5-a916-4b0e58601adc
true,since took office wisconsin ranks 11th nation total business establishment growth compared 47th years mary burke commerce secretary,LIAR,9d763e38-3f49-4274-a023-cd7e06d47045
false,says awardwinning milwaukee public schools teacher megan sampson laid gov scott walker cut state aid education,LIAR,0e0c9965-97e5-4144-bc4b-8e5e5dd02c99
barely-true,didnt go take information hillary clinton campaign,LIAR,376f7f9e-89f2-4974-8b47-ec0ecdf18f5a
mostly-true,providence amongst highest tax rates entire country,LIAR,d4b39a1c-96fd-415e-951d-fadb3ab732b3
false,obamacare last two years health care premiums gone true theyve gone slower time last 50 years,LIAR,3e71b764-8c88-4eea-b4fb-ae4a3081f486
half-true,100 percentincrease student debt democratic white house,LIAR,abcff033-6c42-472c-b8db-284631a81d34
mostly-true,60 percent people food assistance working,LIAR,408a2da8-9c4b-4834-8148-d226cb9a0c3c
true,multiple media reports donald trumps business dealings mob mafia,LIAR,1c295c4d-73d4-494f-bd23-2bed5120e94c
half-true,georgiarussia conflict flew brigade georgian soldiers iran georgia sent us ships black sea provided various kinds supplies,LIAR,50f8612d-f75f-4727-8b1a-11d482724e36
barely-true,boccieri voted spend billion dollars hour every hour first 50 days office,LIAR,0ca583ef-d870-4a43-a131-00daf31dc127
barely-true,36 states republicans charge refused implement state health insurance exchange,LIAR,90b9f31e-58b0-402a-8ab4-49a66e7d014a
False,inflation highest us history president joe biden,Snopes,0cf3bd0b-49c2-41cf-b8e0-6d34da16df82
mostly-true,paul ryan actually proposed three total three bills become law entire career dating back 1999,LIAR,e879d42e-a09a-4cf9-be21-b4acc0fdbf36
false,saw president united states engage american troops fourth conflict foreign land historic,LIAR,50d77f74-5987-4669-99f9-45b107ab405c
half-true,china japan surpassed us japanese cars getting average 45 miles gallon,LIAR,094ea162-4e4b-4ae7-872c-ab1e8be1ebb2
true,states highest gun ownership rates also highest suicide rates,LIAR,c91718fe-9913-4394-a731-193500a2db32
true,less half poorest american households home internet subscription,LIAR,e8039818-a9cb-4291-aae1-6c455d775c6f
barely-true,2014 2015 austins murder rate whopping 83 percent,LIAR,10f39cb6-92eb-498e-90f6-8df07c18e17f
barely-true,undocumented students qualify instate oregon tuition actively working toward us citizenship,LIAR,dd2885b2-e81e-4e2f-93cf-820f1195a614
mostly-true,career politician daniel webster became speaker house wasted 32000 money spiral staircase office,LIAR,e2479f64-e560-416b-87b9-950c1123e187
half-true,bill white used dc connections job clinton administration form company business middle east defaulted 60 million loan,LIAR,2619d280-b4c3-452d-8a63-39573c017981
mostly-true,every extra year girl stays secondary school chance getting infected hivaids decreases half,LIAR,3a4536d3-b109-41b3-bdea-c577429e5835
half-true,estimates deported everybody texas illegally would create economic recession state,LIAR,7db4d610-c604-4b7b-ba07-ddf067307f3d
false,never voted tax increase,LIAR,f2b49093-f644-4dd6-959e-1495df0ced9a
false,united states regulations among difficult world,LIAR,6d20c029-f421-4c20-8e01-88ef51cf86cf
mostly-true,united states 50th life expectancy world,LIAR,cf6f8c24-6857-40f3-abf6-5dc8b5888b24
pants-fire,says us rep paul ryan promised end health care seniors,LIAR,41d1ee5c-10e2-4b28-8bf8-286d22360649
false,clean power plan something sen sanders said would delay implementing,LIAR,d70470ef-ace7-4cd3-b24d-364033fbd8c0
true,replacing 100000 old toilets waterefficient models saved 24 million gallons water every day,LIAR,91c821fd-a8b4-43f2-aa0b-5e7dabad7693
false,everything said campaign trail factually accurate,LIAR,8a558871-22cd-4d22-bb09-f9bf683c8a15
barely-true,new start treaty passed despite significant concerns among people state defense departments,LIAR,138c9ad8-c6b9-4973-9d26-ea2df0fbfe88
mostly-true,says trimet spends 163 benefits every 100 spent wages,LIAR,09c6851a-ed91-4e33-95df-4a31489c7188
true,top 10 wellpaid ceos america received combined 770 million 2010 average american workers wage rose 2 percent,LIAR,8c30b285-20cc-408c-8bbb-69c2e3a86a6c
true,third texans enroll college graduate,LIAR,7ae313d1-bea2-4245-b081-1369e7582814
false,overwhelming number school districts reported staff stayed grew 201113 state budget,LIAR,408d1bd9-4663-44f6-ac70-4b1d315788c0
pants-fire,gov scott walker helping pay criminal defense man accused boy rape,LIAR,22e7bbd6-0c6e-4703-aa31-97eff2f62829
false,hillary clinton wants shut family farms using radical regulation raising business tax rates high nearly 50 percent taxing family farms death much 45 percent,LIAR,f1c158fa-76e9-472a-9443-591226fd951a
false,says 70 percent virginias medicaid cost seniors nursing homes,LIAR,1480cdba-5a4a-4f3f-a262-54c6e8a80c7b
mostly-true,federal investigators found company david perdue ran discriminated women paid less men work,LIAR,a2845e27-34c5-4c5c-8671-dafd1f852500
